country,sub_region_1,sub_region_2,date,retail,grocery and pharmacy,parks,transit stations,workplaces,residential
Portugal,Viana do Castelo District,Total,2020-02-24,27.0,22.0,106.0,18.0,-25.0,3.0
Portugal,Viana do Castelo District,Total,2020-02-25,-2.0,15.0,61.0,-25.0,-62.0,17.0
Portugal,Viana do Castelo District,Total,2020-02-26,0.0,11.0,13.0,3.0,-12.0,5.0
Portugal,Viana do Castelo District,Total,2020-02-27,0.0,1.0,17.0,9.0,0.0,0.0
Portugal,Viana do Castelo District,Total,2020-02-28,1.0,7.0,2.0,18.0,0.0,0.0
Portugal,Viana do Castelo District,Total,2020-02-29,-5.0,3.0,-28.0,-7.0,1.0,1.0
Portugal,Viana do Castelo District,Total,2020-03-01,-12.0,2.0,-44.0,-9.0,0.0,3.0
Portugal,Viana do Castelo District,Total,2020-03-02,0.0,7.0,-6.0,3.0,3.0,0.0
Portugal,Viana do Castelo District,Total,2020-03-03,-5.0,4.0,-29.0,-4.0,2.0,1.0
Portugal,Viana do Castelo District,Total,2020-03-04,-2.0,-3.0,-10.0,1.0,2.0,2.0
Portugal,Viana do Castelo District,Total,2020-03-05,1.0,5.0,4.0,13.0,2.0,1.0
Portugal,Viana do Castelo District,Total,2020-03-06,4.0,7.0,2.0,21.0,1.0,0.0
Portugal,Viana do Castelo District,Total,2020-03-07,6.0,5.0,23.0,9.0,2.0,-1.0
Portugal,Viana do Castelo District,Total,2020-03-08,-7.0,26.0,-33.0,-9.0,-1.0,3.0
Portugal,Viana do Castelo District,Total,2020-03-09,1.0,14.0,8.0,0.0,1.0,0.0
Portugal,Viana do Castelo District,Total,2020-03-10,1.0,15.0,8.0,4.0,2.0,0.0
Portugal,Viana do Castelo District,Total,2020-03-11,-2.0,18.0,12.0,-3.0,1.0,2.0
Portugal,Viana do Castelo District,Total,2020-03-12,-7.0,22.0,15.0,4.0,-4.0,3.0
Portugal,Viana do Castelo District,Total,2020-03-13,-20.0,25.0,-6.0,-3.0,-5.0,7.0
Portugal,Viana do Castelo District,Total,2020-03-14,-46.0,-21.0,-39.0,-35.0,-13.0,12.0
Portugal,Viana do Castelo District,Total,2020-03-15,-69.0,-44.0,-70.0,-54.0,-27.0,
Portugal,Viana do Castelo District,Total,2020-03-16,-47.0,-12.0,-34.0,-48.0,-35.0,20.0
Portugal,Viana do Castelo District,Total,2020-03-17,-53.0,-19.0,-34.0,-49.0,-42.0,21.0
Portugal,Viana do Castelo District,Total,2020-03-18,-55.0,-28.0,-35.0,-51.0,-47.0,24.0
Portugal,Viana do Castelo District,Total,2020-03-19,-65.0,-39.0,-40.0,-60.0,-54.0,28.0
Portugal,Viana do Castelo District,Total,2020-03-20,-75.0,-42.0,-62.0,-60.0,-57.0,37.0
Portugal,Viana do Castelo District,Total,2020-03-21,-82.0,-58.0,-74.0,-67.0,-57.0,
Portugal,Viana do Castelo District,Total,2020-03-22,-84.0,-67.0,-73.0,-70.0,-52.0,
Portugal,Viana do Castelo District,Total,2020-03-23,-71.0,-38.0,-47.0,-65.0,-58.0,30.0
Portugal,Viana do Castelo District,Total,2020-03-24,-70.0,-36.0,-44.0,-62.0,-59.0,30.0
Portugal,Viana do Castelo District,Total,2020-03-25,-72.0,-47.0,-47.0,-62.0,-60.0,32.0
Portugal,Viana do Castelo District,Total,2020-03-26,-72.0,-43.0,-43.0,-63.0,-61.0,32.0
Portugal,Viana do Castelo District,Total,2020-03-27,-73.0,-38.0,-52.0,-62.0,-61.0,37.0
Portugal,Viana do Castelo District,Total,2020-03-28,-81.0,-57.0,-72.0,-68.0,-54.0,26.0
Portugal,Viana do Castelo District,Total,2020-03-29,-85.0,-68.0,-76.0,-76.0,-51.0,
Portugal,Viana do Castelo District,Total,2020-03-30,-72.0,-37.0,-54.0,-68.0,-60.0,32.0
Portugal,Viana do Castelo District,Total,2020-03-31,-69.0,-32.0,-55.0,-63.0,-61.0,32.0
Portugal,Viana do Castelo District,Total,2020-04-01,-70.0,-40.0,-50.0,-63.0,-61.0,32.0
Portugal,Viana do Castelo District,Total,2020-04-02,-68.0,-36.0,-38.0,-61.0,-62.0,31.0
Portugal,Viana do Castelo District,Total,2020-04-03,-69.0,-34.0,-49.0,-63.0,-61.0,35.0
Portugal,Viana do Castelo District,Total,2020-04-04,-79.0,-54.0,-74.0,-63.0,-53.0,25.0
Portugal,Viana do Castelo District,Total,2020-04-05,-87.0,-67.0,-87.0,-78.0,-53.0,
Portugal,Viana do Castelo District,Total,2020-04-06,-68.0,-30.0,-52.0,-63.0,-60.0,31.0
Portugal,Viana do Castelo District,Total,2020-04-07,-65.0,-23.0,-46.0,-62.0,-60.0,30.0
Portugal,Viana do Castelo District,Total,2020-04-08,-65.0,-30.0,-40.0,-57.0,-60.0,30.0
Portugal,Viana do Castelo District,Total,2020-04-09,-69.0,-27.0,-54.0,-72.0,-65.0,33.0
Portugal,Viana do Castelo District,Total,2020-04-10,-79.0,-43.0,-64.0,-81.0,-80.0,46.0
Portugal,Viana do Castelo District,Total,2020-04-11,-78.0,-50.0,-74.0,-72.0,-54.0,27.0
Portugal,Viana do Castelo District,Total,2020-04-12,-87.0,-85.0,-80.0,-80.0,-51.0,
Portugal,Viana do Castelo District,Total,2020-04-13,-80.0,-51.0,-55.0,-76.0,-77.0,38.0
Portugal,Viana do Castelo District,Total,2020-04-14,-64.0,-25.0,-39.0,-54.0,-58.0,28.0
Portugal,Viana do Castelo District,Total,2020-04-15,-68.0,-39.0,-51.0,-56.0,-58.0,32.0
Portugal,Viana do Castelo District,Total,2020-04-16,-67.0,-30.0,-51.0,-64.0,-58.0,32.0
Portugal,Viana do Castelo District,Total,2020-04-17,-67.0,-29.0,-56.0,-57.0,-58.0,36.0
Portugal,Viana do Castelo District,Total,2020-04-18,-75.0,-49.0,-67.0,,-47.0,23.0
Portugal,Viana do Castelo District,Total,2020-04-19,-80.0,-60.0,-69.0,,-44.0,
Portugal,Viana do Castelo District,Total,2020-04-20,-65.0,-32.0,-54.0,,-55.0,30.0
Portugal,Viana do Castelo District,Total,2020-04-21,-62.0,-27.0,-44.0,,-55.0,29.0
Portugal,Viana do Castelo District,Total,2020-04-22,-66.0,-40.0,-46.0,,-55.0,30.0
Portugal,Viana do Castelo District,Total,2020-04-23,-62.0,-31.0,-28.0,,-55.0,29.0
Portugal,Viana do Castelo District,Total,2020-04-24,-65.0,-26.0,-44.0,,-54.0,32.0
Portugal,Viana do Castelo District,Total,2020-04-25,-76.0,-50.0,-73.0,,-49.0,24.0
Portugal,Viana do Castelo District,Total,2020-04-26,-79.0,-58.0,-72.0,,-39.0,
Portugal,Viana do Castelo District,Total,2020-04-27,-62.0,-28.0,-41.0,,-52.0,28.0
Portugal,Viana do Castelo District,Total,2020-04-28,-61.0,-24.0,-39.0,,-52.0,26.0
Portugal,Viana do Castelo District,Total,2020-04-29,-64.0,-34.0,-49.0,,-52.0,30.0
Portugal,Viana do Castelo District,Total,2020-04-30,-62.0,-14.0,-40.0,,-51.0,26.0
Portugal,Viana do Castelo District,Total,2020-05-01,-80.0,-46.0,-68.0,,-79.0,45.0
Portugal,Viana do Castelo District,Total,2020-05-02,-74.0,-44.0,-65.0,,-41.0,23.0
Portugal,Viana do Castelo District,Total,2020-05-03,-76.0,-57.0,-55.0,,-29.0,
Portugal,Viana do Castelo District,Total,2020-05-04,-58.0,-22.0,-38.0,,-45.0,25.0
Portugal,Viana do Castelo District,Total,2020-05-05,-55.0,-19.0,-27.0,,-45.0,23.0
Portugal,Viana do Castelo District,Total,2020-05-06,-55.0,-26.0,-14.0,,-45.0,25.0
Portugal,Viana do Castelo District,Total,2020-05-07,-54.0,-18.0,8.0,,-44.0,23.0
Portugal,Vila Real District,Total,2020-02-15,1.0,-4.0,32.0,20.0,0.0,-1.0
Portugal,Vila Real District,Total,2020-02-16,0.0,-2.0,-12.0,11.0,1.0,
Portugal,Vila Real District,Total,2020-02-17,2.0,2.0,18.0,7.0,3.0,0.0
Portugal,Vila Real District,Total,2020-02-18,3.0,3.0,25.0,2.0,2.0,-1.0
Portugal,Vila Real District,Total,2020-02-19,4.0,2.0,21.0,7.0,1.0,-1.0
Portugal,Vila Real District,Total,2020-02-20,4.0,-3.0,17.0,11.0,0.0,-1.0
Portugal,Vila Real District,Total,2020-02-21,2.0,4.0,47.0,8.0,2.0,-3.0
Portugal,Vila Real District,Total,2020-02-22,8.0,4.0,55.0,,-2.0,-2.0
Portugal,Vila Real District,Total,2020-02-23,20.0,3.0,104.0,,5.0,
Portugal,Vila Real District,Total,2020-02-24,28.0,18.0,103.0,47.0,-26.0,2.0
Portugal,Vila Real District,Total,2020-02-25,-2.0,-7.0,40.0,16.0,-60.0,13.0
Portugal,Vila Real District,Total,2020-02-26,0.0,3.0,16.0,2.0,-18.0,3.0
Portugal,Vila Real District,Total,2020-02-27,1.0,-2.0,10.0,4.0,0.0,0.0
Portugal,Vila Real District,Total,2020-02-28,-3.0,1.0,2.0,6.0,0.0,-1.0
Portugal,Vila Real District,Total,2020-02-29,-5.0,6.0,-8.0,-4.0,0.0,2.0
Portugal,Vila Real District,Total,2020-03-01,-7.0,-5.0,-24.0,-4.0,-5.0,
Portugal,Vila Real District,Total,2020-03-02,-1.0,4.0,-5.0,0.0,2.0,0.0
Portugal,Vila Real District,Total,2020-03-03,-1.0,3.0,5.0,-9.0,0.0,1.0
Portugal,Vila Real District,Total,2020-03-04,-2.0,2.0,9.0,0.0,0.0,0.0
Portugal,Vila Real District,Total,2020-03-05,0.0,-1.0,3.0,2.0,1.0,0.0
Portugal,Vila Real District,Total,2020-03-06,-4.0,-1.0,-4.0,11.0,2.0,-1.0
Portugal,Vila Real District,Total,2020-03-07,1.0,0.0,28.0,14.0,2.0,-1.0
Portugal,Vila Real District,Total,2020-03-08,0.0,0.0,-2.0,13.0,1.0,
Portugal,Vila Real District,Total,2020-03-09,0.0,7.0,23.0,4.0,1.0,-1.0
Portugal,Vila Real District,Total,2020-03-10,1.0,14.0,25.0,2.0,-1.0,0.0
Portugal,Vila Real District,Total,2020-03-11,-2.0,19.0,36.0,4.0,-1.0,0.0
Portugal,Vila Real District,Total,2020-03-12,-8.0,21.0,21.0,2.0,-3.0,1.0
Portugal,Vila Real District,Total,2020-03-13,-24.0,18.0,-3.0,-11.0,-5.0,6.0
Portugal,Vila Real District,Total,2020-03-14,-48.0,-12.0,-19.0,-29.0,-18.0,10.0
Portugal,Vila Real District,Total,2020-03-15,-63.0,-40.0,-51.0,-55.0,-27.0,
Portugal,Vila Real District,Total,2020-03-16,-52.0,-19.0,-26.0,-44.0,-43.0,19.0
Portugal,Vila Real District,Total,2020-03-17,-56.0,-21.0,-29.0,-49.0,-49.0,21.0
Portugal,Vila Real District,Total,2020-03-18,-59.0,-25.0,-33.0,-52.0,-51.0,22.0
Portugal,Vila Real District,Total,2020-03-19,-67.0,-43.0,-44.0,-59.0,-56.0,25.0
Portugal,Vila Real District,Total,2020-03-20,-76.0,-45.0,-65.0,-66.0,-58.0,32.0
Portugal,Vila Real District,Total,2020-03-21,-83.0,-50.0,-71.0,-69.0,-55.0,
Portugal,Vila Real District,Total,2020-03-22,-85.0,-66.0,-68.0,-72.0,-50.0,
Portugal,Vila Real District,Total,2020-03-23,-75.0,-47.0,-53.0,-62.0,-61.0,28.0
Portugal,Vila Real District,Total,2020-03-24,-75.0,-47.0,-46.0,-61.0,-63.0,29.0
Portugal,Vila Real District,Total,2020-03-25,-77.0,-50.0,-56.0,-66.0,-63.0,29.0
Portugal,Vila Real District,Total,2020-03-26,-76.0,-48.0,-54.0,-63.0,-63.0,29.0
Portugal,Vila Real District,Total,2020-03-27,-78.0,-50.0,-62.0,-65.0,-62.0,33.0
Portugal,Vila Real District,Total,2020-03-28,-82.0,-53.0,-63.0,-65.0,-54.0,
Portugal,Vila Real District,Total,2020-03-29,-86.0,-64.0,-71.0,-72.0,-52.0,
Portugal,Vila Real District,Total,2020-03-30,-76.0,-47.0,-59.0,-65.0,-62.0,29.0
Portugal,Vila Real District,Total,2020-03-31,-75.0,-43.0,-62.0,-68.0,-64.0,31.0
Portugal,Vila Real District,Total,2020-04-01,-74.0,-47.0,-54.0,-61.0,-63.0,29.0
Portugal,Vila Real District,Total,2020-04-02,-73.0,-45.0,-51.0,-57.0,-62.0,28.0
Portugal,Vila Real District,Total,2020-04-03,-74.0,-42.0,-57.0,-63.0,-61.0,32.0
Portugal,Vila Real District,Total,2020-04-04,-79.0,-48.0,-63.0,-63.0,-52.0,
Portugal,Vila Real District,Total,2020-04-05,-87.0,-63.0,-82.0,-79.0,-53.0,
Portugal,Vila Real District,Total,2020-04-06,-71.0,-41.0,-55.0,-62.0,-61.0,28.0
Portugal,Vila Real District,Total,2020-04-07,-69.0,-37.0,-45.0,-58.0,-61.0,28.0
Portugal,Vila Real District,Total,2020-04-08,-69.0,-34.0,-41.0,-57.0,-61.0,26.0
Portugal,Vila Real District,Total,2020-04-09,-73.0,-36.0,-57.0,-63.0,-67.0,31.0
Portugal,Vila Real District,Total,2020-04-10,-85.0,-56.0,-71.0,-82.0,-81.0,
Portugal,Vila Real District,Total,2020-04-11,-80.0,-48.0,-65.0,-63.0,-51.0,
Portugal,Vila Real District,Total,2020-04-12,-87.0,-89.0,-70.0,-77.0,-52.0,
Portugal,Vila Real District,Total,2020-04-13,-75.0,-52.0,-58.0,-62.0,-67.0,32.0
Portugal,Vila Real District,Total,2020-04-14,-68.0,-37.0,-43.0,-53.0,-59.0,27.0
Portugal,Vila Real District,Total,2020-04-15,-73.0,-44.0,-54.0,-59.0,-60.0,29.0
Portugal,Vila Real District,Total,2020-04-16,-70.0,-41.0,-57.0,-65.0,-61.0,29.0
Portugal,Vila Real District,Total,2020-04-17,-71.0,-36.0,-58.0,-63.0,-58.0,32.0
Portugal,Vila Real District,Total,2020-04-18,-76.0,-47.0,-57.0,-69.0,-46.0,
Portugal,Vila Real District,Total,2020-04-19,-80.0,-59.0,-58.0,-74.0,-44.0,
Portugal,Vila Real District,Total,2020-04-20,-68.0,-46.0,-51.0,-66.0,-57.0,27.0
Portugal,Vila Real District,Total,2020-04-21,-67.0,-39.0,-42.0,-65.0,-58.0,27.0
Portugal,Vila Real District,Total,2020-04-22,-68.0,-43.0,-43.0,-58.0,-57.0,26.0
Portugal,Vila Real District,Total,2020-04-23,-67.0,-42.0,-41.0,-59.0,-57.0,25.0
Portugal,Vila Real District,Total,2020-04-24,-69.0,-41.0,-55.0,-60.0,-56.0,29.0
Portugal,Vila Real District,Total,2020-04-25,-76.0,-47.0,-58.0,-68.0,-47.0,
Portugal,Vila Real District,Total,2020-04-26,-80.0,-53.0,-61.0,-72.0,-44.0,
Portugal,Vila Real District,Total,2020-04-27,-65.0,-40.0,-40.0,-64.0,-54.0,26.0
Portugal,Vila Real District,Total,2020-04-28,-65.0,-35.0,-37.0,-66.0,-55.0,24.0
Portugal,Vila Real District,Total,2020-04-29,-66.0,-39.0,-45.0,-62.0,-55.0,27.0
Portugal,Vila Real District,Total,2020-04-30,-64.0,-27.0,-41.0,-55.0,-55.0,24.0
Portugal,Vila Real District,Total,2020-05-01,-81.0,-56.0,-65.0,-78.0,-75.0,
Portugal,Vila Real District,Total,2020-05-02,-74.0,-40.0,-44.0,-59.0,-40.0,
Portugal,Vila Real District,Total,2020-05-03,-75.0,-54.0,-34.0,-61.0,-30.0,
Portugal,Vila Real District,Total,2020-05-04,-61.0,-32.0,-25.0,-50.0,-47.0,21.0
Portugal,Vila Real District,Total,2020-05-05,-60.0,-31.0,-10.0,-49.0,-47.0,21.0
Portugal,Vila Real District,Total,2020-05-06,-59.0,-31.0,-8.0,-45.0,-47.0,21.0
Portugal,Vila Real District,Total,2020-05-07,-58.0,-30.0,-2.0,-44.0,-46.0,20.0
Portugal,Viseu District,Total,2020-02-15,4.0,-2.0,23.0,10.0,1.0,-1.0
Portugal,Viseu District,Total,2020-02-16,2.0,5.0,-14.0,2.0,3.0,1.0
Portugal,Viseu District,Total,2020-02-17,1.0,-2.0,2.0,17.0,4.0,0.0
Portugal,Viseu District,Total,2020-02-18,3.0,1.0,9.0,15.0,4.0,-1.0
Portugal,Viseu District,Total,2020-02-19,1.0,-4.0,15.0,12.0,2.0,-1.0
Portugal,Viseu District,Total,2020-02-20,3.0,-1.0,7.0,0.0,2.0,-1.0
Portugal,Viseu District,Total,2020-02-21,4.0,5.0,24.0,18.0,1.0,-2.0
Portugal,Viseu District,Total,2020-02-22,10.0,7.0,52.0,24.0,-1.0,-2.0
Portugal,Viseu District,Total,2020-02-23,19.0,7.0,75.0,,2.0,-4.0
Portugal,Viseu District,Total,2020-02-24,25.0,15.0,67.0,24.0,-33.0,5.0
Portugal,Viseu District,Total,2020-02-25,-2.0,4.0,9.0,-11.0,-67.0,15.0
Portugal,Viseu District,Total,2020-02-26,-1.0,2.0,13.0,11.0,-18.0,3.0
Portugal,Viseu District,Total,2020-02-27,0.0,0.0,5.0,10.0,1.0,0.0
Portugal,Viseu District,Total,2020-02-28,0.0,4.0,12.0,11.0,2.0,-1.0
Portugal,Viseu District,Total,2020-02-29,-3.0,4.0,-9.0,-2.0,2.0,2.0
Portugal,Viseu District,Total,2020-03-01,-10.0,0.0,-30.0,-2.0,0.0,3.0
Portugal,Viseu District,Total,2020-03-02,1.0,2.0,-9.0,20.0,4.0,1.0
Portugal,Viseu District,Total,2020-03-03,-3.0,3.0,-9.0,8.0,3.0,0.0
Portugal,Viseu District,Total,2020-03-04,-2.0,1.0,-9.0,7.0,3.0,0.0
Portugal,Viseu District,Total,2020-03-05,0.0,6.0,-7.0,3.0,4.0,0.0
Portugal,Viseu District,Total,2020-03-06,-2.0,3.0,6.0,9.0,3.0,-1.0
Portugal,Viseu District,Total,2020-03-07,6.0,3.0,30.0,8.0,2.0,-1.0
Portugal,Viseu District,Total,2020-03-08,3.0,5.0,-2.0,7.0,4.0,1.0
Portugal,Viseu District,Total,2020-03-09,2.0,6.0,13.0,13.0,4.0,1.0
Portugal,Viseu District,Total,2020-03-10,1.0,14.0,14.0,6.0,3.0,-1.0
Portugal,Viseu District,Total,2020-03-11,0.0,20.0,20.0,5.0,2.0,0.0
Portugal,Viseu District,Total,2020-03-12,-7.0,26.0,0.0,-2.0,-1.0,2.0
Portugal,Viseu District,Total,2020-03-13,-21.0,24.0,-5.0,-5.0,-3.0,5.0
Portugal,Viseu District,Total,2020-03-14,-43.0,-9.0,-23.0,-16.0,-14.0,10.0
Portugal,Viseu District,Total,2020-03-15,-59.0,-27.0,-55.0,-48.0,-22.0,14.0
Portugal,Viseu District,Total,2020-03-16,-46.0,-10.0,-36.0,-28.0,-37.0,20.0
Portugal,Viseu District,Total,2020-03-17,-52.0,-17.0,-37.0,-28.0,-45.0,21.0
Portugal,Viseu District,Total,2020-03-18,-54.0,-17.0,-34.0,-34.0,-48.0,21.0
Portugal,Viseu District,Total,2020-03-19,-64.0,-36.0,-47.0,-48.0,-53.0,26.0
Portugal,Viseu District,Total,2020-03-20,-75.0,-40.0,-61.0,-61.0,-57.0,34.0
Portugal,Viseu District,Total,2020-03-21,-79.0,-47.0,-62.0,-58.0,-52.0,24.0
Portugal,Viseu District,Total,2020-03-22,-82.0,-58.0,-60.0,-65.0,-49.0,
Portugal,Viseu District,Total,2020-03-23,-71.0,-41.0,-48.0,-50.0,-58.0,30.0
Portugal,Viseu District,Total,2020-03-24,-72.0,-39.0,-50.0,-49.0,-60.0,29.0
Portugal,Viseu District,Total,2020-03-25,-73.0,-42.0,-49.0,-57.0,-60.0,28.0
Portugal,Viseu District,Total,2020-03-26,-73.0,-43.0,-52.0,-60.0,-61.0,31.0
Portugal,Viseu District,Total,2020-03-27,-74.0,-40.0,-54.0,-58.0,-60.0,34.0
Portugal,Viseu District,Total,2020-03-28,-78.0,-48.0,-58.0,-42.0,-52.0,22.0
Portugal,Viseu District,Total,2020-03-29,-82.0,-60.0,-65.0,-61.0,-48.0,
Portugal,Viseu District,Total,2020-03-30,-73.0,-42.0,-58.0,-54.0,-60.0,31.0
Portugal,Viseu District,Total,2020-03-31,-72.0,-35.0,-61.0,-57.0,-61.0,31.0
Portugal,Viseu District,Total,2020-04-01,-70.0,-36.0,-49.0,-54.0,-61.0,28.0
Portugal,Viseu District,Total,2020-04-02,-70.0,-38.0,-48.0,-52.0,-61.0,30.0
Portugal,Viseu District,Total,2020-04-03,-71.0,-32.0,-47.0,-50.0,-61.0,33.0
Portugal,Viseu District,Total,2020-04-04,-77.0,-44.0,-60.0,-50.0,-50.0,22.0
Portugal,Viseu District,Total,2020-04-05,-84.0,-60.0,-76.0,-67.0,-52.0,
Portugal,Viseu District,Total,2020-04-06,-69.0,-33.0,-54.0,-54.0,-61.0,32.0
Portugal,Viseu District,Total,2020-04-07,-65.0,-25.0,-43.0,-42.0,-61.0,29.0
Portugal,Viseu District,Total,2020-04-08,-65.0,-23.0,-38.0,-43.0,-61.0,27.0
Portugal,Viseu District,Total,2020-04-09,-69.0,-25.0,-59.0,-55.0,-66.0,32.0
Portugal,Viseu District,Total,2020-04-10,-81.0,-47.0,-64.0,-70.0,-82.0,45.0
Portugal,Viseu District,Total,2020-04-11,-76.0,-42.0,-56.0,-52.0,-52.0,24.0
Portugal,Viseu District,Total,2020-04-12,-86.0,-89.0,-70.0,-65.0,-52.0,
Portugal,Viseu District,Total,2020-04-13,-76.0,-49.0,-59.0,-61.0,-74.0,37.0
Portugal,Viseu District,Total,2020-04-14,-64.0,-30.0,-40.0,-45.0,-59.0,28.0
Portugal,Viseu District,Total,2020-04-15,-68.0,-35.0,-52.0,-52.0,-60.0,29.0
Portugal,Viseu District,Total,2020-04-16,-67.0,-34.0,-54.0,-53.0,-60.0,31.0
Portugal,Viseu District,Total,2020-04-17,-68.0,-31.0,-51.0,-53.0,-59.0,34.0
Portugal,Viseu District,Total,2020-04-18,-71.0,-45.0,-46.0,-43.0,-44.0,20.0
Portugal,Viseu District,Total,2020-04-19,-75.0,-55.0,-52.0,-47.0,-40.0,19.0
Portugal,Viseu District,Total,2020-04-20,-65.0,-43.0,-51.0,-48.0,-57.0,30.0
Portugal,Viseu District,Total,2020-04-21,-64.0,-37.0,-41.0,-43.0,-58.0,28.0
Portugal,Viseu District,Total,2020-04-22,-64.0,-42.0,-35.0,-46.0,-57.0,26.0
Portugal,Viseu District,Total,2020-04-23,-62.0,-38.0,-32.0,-45.0,-57.0,27.0
Portugal,Viseu District,Total,2020-04-24,-67.0,-37.0,-42.0,-53.0,-56.0,31.0
Portugal,Viseu District,Total,2020-04-25,-73.0,-44.0,-53.0,-50.0,-48.0,21.0
Portugal,Viseu District,Total,2020-04-26,-75.0,-53.0,-56.0,-56.0,-39.0,19.0
Portugal,Viseu District,Total,2020-04-27,-61.0,-37.0,-45.0,-48.0,-55.0,28.0
Portugal,Viseu District,Total,2020-04-28,-61.0,-32.0,-40.0,-41.0,-55.0,25.0
Portugal,Viseu District,Total,2020-04-29,-62.0,-34.0,-40.0,-43.0,-55.0,26.0
Portugal,Viseu District,Total,2020-04-30,-61.0,-22.0,-38.0,-40.0,-55.0,25.0
Portugal,Viseu District,Total,2020-05-01,-79.0,-50.0,-55.0,-70.0,-78.0,41.0
Portugal,Viseu District,Total,2020-05-02,-70.0,-39.0,-35.0,-36.0,-39.0,19.0
Portugal,Viseu District,Total,2020-05-03,-70.0,-48.0,-24.0,-29.0,-26.0,15.0
Portugal,Viseu District,Total,2020-05-04,-56.0,-29.0,-29.0,-28.0,-49.0,24.0
Portugal,Viseu District,Total,2020-05-05,-56.0,-27.0,-18.0,-30.0,-48.0,22.0
Portugal,Viseu District,Total,2020-05-06,-53.0,-25.0,-8.0,-24.0,-48.0,21.0
Portugal,Viseu District,Total,2020-05-07,-54.0,-23.0,-9.0,-30.0,-47.0,22.0
Portugal,Évora District,Total,2020-02-15,5.0,-4.0,19.0,,2.0,-1.0
Portugal,Évora District,Total,2020-02-16,11.0,5.0,19.0,,2.0,
Portugal,Évora District,Total,2020-02-17,1.0,-3.0,2.0,,4.0,0.0
Portugal,Évora District,Total,2020-02-18,3.0,-1.0,12.0,,4.0,-1.0
Portugal,Évora District,Total,2020-02-19,4.0,3.0,11.0,4.0,4.0,-2.0
Portugal,Évora District,Total,2020-02-20,5.0,-1.0,14.0,4.0,3.0,-1.0
Portugal,Évora District,Total,2020-02-21,8.0,4.0,17.0,21.0,1.0,-3.0
Portugal,Évora District,Total,2020-02-22,11.0,6.0,24.0,,5.0,-2.0
Portugal,Évora District,Total,2020-02-23,24.0,6.0,39.0,,1.0,
Portugal,Évora District,Total,2020-02-24,28.0,6.0,17.0,-2.0,-34.0,4.0
Portugal,Évora District,Total,2020-02-25,7.0,-3.0,-16.0,-7.0,-64.0,13.0
Portugal,Évora District,Total,2020-02-26,3.0,3.0,4.0,6.0,-15.0,1.0
Portugal,Évora District,Total,2020-02-27,0.0,3.0,13.0,7.0,1.0,0.0
Portugal,Évora District,Total,2020-02-28,3.0,8.0,17.0,9.0,2.0,-2.0
Portugal,Évora District,Total,2020-02-29,0.0,5.0,3.0,,0.0,1.0
Portugal,Évora District,Total,2020-03-01,-2.0,7.0,-1.0,,-2.0,
Portugal,Évora District,Total,2020-03-02,4.0,5.0,8.0,-4.0,5.0,0.0
Portugal,Évora District,Total,2020-03-03,-1.0,4.0,6.0,,4.0,-1.0
Portugal,Évora District,Total,2020-03-04,3.0,6.0,9.0,-9.0,3.0,-1.0
Portugal,Évora District,Total,2020-03-05,1.0,5.0,12.0,9.0,3.0,-1.0
Portugal,Évora District,Total,2020-03-06,0.0,4.0,3.0,23.0,4.0,-3.0
Portugal,Évora District,Total,2020-03-07,6.0,3.0,12.0,,5.0,-1.0
Portugal,Évora District,Total,2020-03-08,16.0,7.0,19.0,,7.0,
Portugal,Évora District,Total,2020-03-09,1.0,5.0,7.0,7.0,4.0,0.0
Portugal,Évora District,Total,2020-03-10,4.0,11.0,13.0,,3.0,-1.0
Portugal,Évora District,Total,2020-03-11,0.0,22.0,4.0,4.0,3.0,-1.0
Portugal,Évora District,Total,2020-03-12,-4.0,25.0,1.0,4.0,2.0,1.0
Portugal,Évora District,Total,2020-03-13,-20.0,21.0,-16.0,-15.0,-2.0,4.0
Portugal,Évora District,Total,2020-03-14,-44.0,-7.0,-44.0,,-10.0,10.0
Portugal,Évora District,Total,2020-03-15,-56.0,-21.0,-52.0,-54.0,-20.0,
Portugal,Évora District,Total,2020-03-16,-40.0,-13.0,-46.0,-48.0,-36.0,17.0
Portugal,Évora District,Total,2020-03-17,-45.0,-16.0,-53.0,-58.0,-43.0,20.0
Portugal,Évora District,Total,2020-03-18,-49.0,-15.0,-55.0,-60.0,-45.0,19.0
Portugal,Évora District,Total,2020-03-19,-61.0,-35.0,-64.0,-70.0,-50.0,24.0
Portugal,Évora District,Total,2020-03-20,-75.0,-40.0,-72.0,-79.0,-53.0,28.0
Portugal,Évora District,Total,2020-03-21,-82.0,-45.0,-79.0,-82.0,-49.0,
Portugal,Évora District,Total,2020-03-22,-84.0,-55.0,-77.0,,-49.0,
Portugal,Évora District,Total,2020-03-23,-69.0,-42.0,-72.0,-76.0,-56.0,27.0
Portugal,Évora District,Total,2020-03-24,-70.0,-39.0,-72.0,-77.0,-57.0,27.0
Portugal,Évora District,Total,2020-03-25,-70.0,-39.0,-72.0,-79.0,-57.0,27.0
Portugal,Évora District,Total,2020-03-26,-72.0,-43.0,-70.0,-78.0,-57.0,29.0
Portugal,Évora District,Total,2020-03-27,-73.0,-37.0,-71.0,-77.0,-56.0,29.0
Portugal,Évora District,Total,2020-03-28,-80.0,-48.0,-78.0,,-48.0,
Portugal,Évora District,Total,2020-03-29,-83.0,-59.0,-78.0,,-48.0,
