country,sub_region_1,sub_region_2,date,retail,grocery and pharmacy,parks,transit stations,workplaces,residential
Portugal,Aveiro District,Total,2020-02-15,6.0,3.0,17.0,12.0,0.0,-1.0
Portugal,Aveiro District,Total,2020-02-16,-8.0,6.0,-34.0,5.0,1.0,1.0
Portugal,Aveiro District,Total,2020-02-17,-3.0,8.0,0.0,4.0,4.0,0.0
Portugal,Aveiro District,Total,2020-02-18,1.0,5.0,15.0,0.0,3.0,-1.0
Portugal,Aveiro District,Total,2020-02-19,3.0,3.0,26.0,0.0,3.0,-1.0
Portugal,Aveiro District,Total,2020-02-20,5.0,4.0,32.0,8.0,2.0,-2.0
Portugal,Aveiro District,Total,2020-02-21,8.0,6.0,39.0,16.0,1.0,-2.0
Portugal,Aveiro District,Total,2020-02-22,10.0,8.0,52.0,39.0,0.0,-2.0
Portugal,Aveiro District,Total,2020-02-23,9.0,8.0,56.0,52.0,-1.0,-4.0
Portugal,Aveiro District,Total,2020-02-24,28.0,28.0,129.0,66.0,-32.0,5.0
Portugal,Aveiro District,Total,2020-02-25,0.0,5.0,66.0,40.0,-72.0,20.0
Portugal,Aveiro District,Total,2020-02-26,-2.0,6.0,28.0,2.0,-12.0,3.0
Portugal,Aveiro District,Total,2020-02-27,1.0,3.0,32.0,9.0,1.0,0.0
Portugal,Aveiro District,Total,2020-02-28,2.0,10.0,16.0,6.0,1.0,-1.0
Portugal,Aveiro District,Total,2020-02-29,-1.0,10.0,-19.0,-4.0,1.0,1.0
Portugal,Aveiro District,Total,2020-03-01,-17.0,3.0,-57.0,-13.0,-1.0,4.0
Portugal,Aveiro District,Total,2020-03-02,-1.0,12.0,-11.0,0.0,4.0,0.0
Portugal,Aveiro District,Total,2020-03-03,-2.0,10.0,-12.0,-9.0,2.0,0.0
Portugal,Aveiro District,Total,2020-03-04,0.0,9.0,-4.0,-7.0,2.0,0.0
Portugal,Aveiro District,Total,2020-03-05,3.0,9.0,4.0,-2.0,2.0,0.0
Portugal,Aveiro District,Total,2020-03-06,3.0,7.0,4.0,4.0,2.0,0.0
Portugal,Aveiro District,Total,2020-03-07,6.0,5.0,23.0,4.0,2.0,-1.0
Portugal,Aveiro District,Total,2020-03-08,-8.0,7.0,-37.0,-12.0,0.0,1.0
Portugal,Aveiro District,Total,2020-03-09,-2.0,15.0,6.0,-3.0,3.0,0.0
Portugal,Aveiro District,Total,2020-03-10,0.0,23.0,25.0,-7.0,2.0,0.0
Portugal,Aveiro District,Total,2020-03-11,-2.0,33.0,16.0,-13.0,0.0,1.0
Portugal,Aveiro District,Total,2020-03-12,-8.0,32.0,13.0,-18.0,-4.0,4.0
Portugal,Aveiro District,Total,2020-03-13,-26.0,24.0,-17.0,-35.0,-10.0,10.0
Portugal,Aveiro District,Total,2020-03-14,-49.0,-11.0,-36.0,-44.0,-17.0,15.0
Portugal,Aveiro District,Total,2020-03-15,-68.0,-38.0,-74.0,-70.0,-27.0,18.0
Portugal,Aveiro District,Total,2020-03-16,-51.0,-11.0,-47.0,-62.0,-36.0,22.0
Portugal,Aveiro District,Total,2020-03-17,-52.0,-12.0,-28.0,-63.0,-42.0,23.0
Portugal,Aveiro District,Total,2020-03-18,-55.0,-12.0,-37.0,-66.0,-47.0,26.0
Portugal,Aveiro District,Total,2020-03-19,-65.0,-33.0,-45.0,-73.0,-53.0,30.0
Portugal,Aveiro District,Total,2020-03-20,-76.0,-39.0,-74.0,-79.0,-56.0,38.0
Portugal,Aveiro District,Total,2020-03-21,-79.0,-45.0,-73.0,-79.0,-56.0,28.0
Portugal,Aveiro District,Total,2020-03-22,-83.0,-59.0,-77.0,-81.0,-51.0,23.0
Portugal,Aveiro District,Total,2020-03-23,-71.0,-40.0,-56.0,-77.0,-56.0,33.0
Portugal,Aveiro District,Total,2020-03-24,-71.0,-35.0,-48.0,-78.0,-57.0,32.0
Portugal,Aveiro District,Total,2020-03-25,-71.0,-38.0,-56.0,-79.0,-58.0,33.0
Portugal,Aveiro District,Total,2020-03-26,-72.0,-38.0,-55.0,-77.0,-58.0,34.0
Portugal,Aveiro District,Total,2020-03-27,-73.0,-34.0,-60.0,-79.0,-58.0,38.0
Portugal,Aveiro District,Total,2020-03-28,-78.0,-45.0,-74.0,-78.0,-54.0,27.0
Portugal,Aveiro District,Total,2020-03-29,-83.0,-61.0,-84.0,-83.0,-53.0,24.0
Portugal,Aveiro District,Total,2020-03-30,-72.0,-40.0,-70.0,-81.0,-57.0,33.0
Portugal,Aveiro District,Total,2020-03-31,-70.0,-29.0,-65.0,-80.0,-58.0,33.0
Portugal,Aveiro District,Total,2020-04-01,-69.0,-28.0,-60.0,-79.0,-59.0,33.0
Portugal,Aveiro District,Total,2020-04-02,-67.0,-31.0,-45.0,-73.0,-59.0,33.0
Portugal,Aveiro District,Total,2020-04-03,-69.0,-28.0,-57.0,-77.0,-58.0,37.0
Portugal,Aveiro District,Total,2020-04-04,-75.0,-40.0,-76.0,-78.0,-53.0,26.0
Portugal,Aveiro District,Total,2020-04-05,-84.0,-61.0,-92.0,-87.0,-53.0,25.0
Portugal,Aveiro District,Total,2020-04-06,-69.0,-31.0,-67.0,-80.0,-58.0,33.0
Portugal,Aveiro District,Total,2020-04-07,-65.0,-22.0,-49.0,-75.0,-58.0,32.0
Portugal,Aveiro District,Total,2020-04-08,-62.0,-18.0,-53.0,-75.0,-58.0,31.0
Portugal,Aveiro District,Total,2020-04-09,-68.0,-20.0,-60.0,-79.0,-63.0,34.0
Portugal,Aveiro District,Total,2020-04-10,-80.0,-40.0,-69.0,-88.0,-85.0,50.0
Portugal,Aveiro District,Total,2020-04-11,-77.0,-38.0,-74.0,-80.0,-57.0,28.0
Portugal,Aveiro District,Total,2020-04-12,-85.0,-85.0,-84.0,-87.0,-54.0,24.0
Portugal,Aveiro District,Total,2020-04-13,-76.0,-44.0,-65.0,-84.0,-76.0,41.0
Portugal,Aveiro District,Total,2020-04-14,-62.0,-23.0,-40.0,-73.0,-56.0,30.0
Portugal,Aveiro District,Total,2020-04-15,-66.0,-29.0,-58.0,-77.0,-57.0,33.0
Portugal,Aveiro District,Total,2020-04-16,-65.0,-27.0,-58.0,-77.0,-57.0,33.0
Portugal,Aveiro District,Total,2020-04-17,-66.0,-24.0,-52.0,-76.0,-56.0,36.0
Portugal,Aveiro District,Total,2020-04-18,-70.0,-36.0,-62.0,-71.0,-45.0,23.0
Portugal,Aveiro District,Total,2020-04-19,-77.0,-51.0,-75.0,-79.0,-44.0,21.0
Portugal,Aveiro District,Total,2020-04-20,-66.0,-38.0,-65.0,-76.0,-52.0,31.0
Portugal,Aveiro District,Total,2020-04-21,-62.0,-28.0,-47.0,-73.0,-52.0,30.0
Portugal,Aveiro District,Total,2020-04-22,-63.0,-32.0,-50.0,-75.0,-52.0,30.0
Portugal,Aveiro District,Total,2020-04-23,-61.0,-30.0,-36.0,-69.0,-52.0,29.0
Portugal,Aveiro District,Total,2020-04-24,-64.0,-28.0,-53.0,-72.0,-52.0,33.0
Portugal,Aveiro District,Total,2020-04-25,-70.0,-36.0,-66.0,-71.0,-47.0,23.0
Portugal,Aveiro District,Total,2020-04-26,-75.0,-49.0,-75.0,-76.0,-41.0,20.0
Portugal,Aveiro District,Total,2020-04-27,-62.0,-31.0,-49.0,-73.0,-50.0,29.0
Portugal,Aveiro District,Total,2020-04-28,-59.0,-23.0,-41.0,-69.0,-50.0,26.0
Portugal,Aveiro District,Total,2020-04-29,-61.0,-24.0,-53.0,-72.0,-50.0,29.0
Portugal,Aveiro District,Total,2020-04-30,-55.0,-9.0,-35.0,-65.0,-50.0,26.0
Portugal,Aveiro District,Total,2020-05-01,-77.0,-39.0,-65.0,-84.0,-82.0,48.0
Portugal,Aveiro District,Total,2020-05-02,-70.0,-30.0,-54.0,-70.0,-43.0,23.0
Portugal,Aveiro District,Total,2020-05-03,-72.0,-46.0,-54.0,-70.0,-30.0,17.0
Portugal,Aveiro District,Total,2020-05-04,-55.0,-22.0,-39.0,-64.0,-44.0,25.0
Portugal,Aveiro District,Total,2020-05-05,-52.0,-16.0,-12.0,-59.0,-44.0,24.0
Portugal,Aveiro District,Total,2020-05-06,-51.0,-16.0,1.0,-57.0,-43.0,24.0
Portugal,Aveiro District,Total,2020-05-07,-49.0,-16.0,18.0,-52.0,-43.0,23.0
Portugal,Azores,Total,2020-02-15,3.0,0.0,7.0,11.0,2.0,-1.0
Portugal,Azores,Total,2020-02-16,3.0,6.0,15.0,14.0,0.0,0.0
Portugal,Azores,Total,2020-02-17,1.0,2.0,14.0,9.0,1.0,0.0
Portugal,Azores,Total,2020-02-18,1.0,0.0,10.0,6.0,1.0,0.0
Portugal,Azores,Total,2020-02-19,-3.0,0.0,2.0,3.0,0.0,0.0
Portugal,Azores,Total,2020-02-20,5.0,4.0,16.0,16.0,0.0,0.0
Portugal,Azores,Total,2020-02-21,8.0,9.0,20.0,14.0,-2.0,-2.0
Portugal,Azores,Total,2020-02-22,8.0,7.0,34.0,10.0,1.0,-2.0
Portugal,Azores,Total,2020-02-23,13.0,10.0,63.0,-6.0,3.0,-5.0
Portugal,Azores,Total,2020-02-24,25.0,12.0,55.0,-3.0,-30.0,2.0
Portugal,Azores,Total,2020-02-25,-7.0,-21.0,58.0,0.0,-71.0,13.0
Portugal,Azores,Total,2020-02-26,-3.0,-3.0,15.0,14.0,-23.0,5.0
Portugal,Azores,Total,2020-02-27,-2.0,-1.0,3.0,7.0,-3.0,3.0
Portugal,Azores,Total,2020-02-28,-2.0,10.0,5.0,-1.0,-2.0,1.0
Portugal,Azores,Total,2020-02-29,0.0,6.0,10.0,11.0,2.0,0.0
Portugal,Azores,Total,2020-03-01,4.0,13.0,20.0,14.0,1.0,1.0
Portugal,Azores,Total,2020-03-02,2.0,5.0,17.0,8.0,1.0,0.0
Portugal,Azores,Total,2020-03-03,1.0,3.0,7.0,6.0,2.0,0.0
Portugal,Azores,Total,2020-03-04,1.0,4.0,17.0,3.0,0.0,0.0
Portugal,Azores,Total,2020-03-05,2.0,4.0,25.0,7.0,1.0,1.0
Portugal,Azores,Total,2020-03-06,-1.0,7.0,12.0,-2.0,0.0,1.0
Portugal,Azores,Total,2020-03-07,1.0,5.0,8.0,7.0,3.0,1.0
Portugal,Azores,Total,2020-03-08,6.0,14.0,32.0,3.0,3.0,0.0
Portugal,Azores,Total,2020-03-09,3.0,9.0,20.0,9.0,1.0,1.0
Portugal,Azores,Total,2020-03-10,4.0,8.0,27.0,6.0,1.0,0.0
Portugal,Azores,Total,2020-03-11,0.0,10.0,13.0,0.0,-1.0,1.0
Portugal,Azores,Total,2020-03-12,-3.0,20.0,11.0,7.0,0.0,3.0
Portugal,Azores,Total,2020-03-13,-12.0,28.0,9.0,-11.0,-2.0,2.0
Portugal,Azores,Total,2020-03-14,-32.0,2.0,-4.0,-9.0,-7.0,6.0
Portugal,Azores,Total,2020-03-15,-46.0,-15.0,-12.0,-27.0,-12.0,
Portugal,Azores,Total,2020-03-16,-42.0,-9.0,-24.0,-38.0,-36.0,15.0
Portugal,Azores,Total,2020-03-17,-52.0,-25.0,-33.0,-43.0,-47.0,19.0
Portugal,Azores,Total,2020-03-18,-58.0,-25.0,-42.0,-58.0,-51.0,21.0
Portugal,Azores,Total,2020-03-19,-66.0,-39.0,-52.0,-69.0,-56.0,26.0
Portugal,Azores,Total,2020-03-20,-73.0,-37.0,-52.0,-79.0,-59.0,28.0
Portugal,Azores,Total,2020-03-21,-77.0,-44.0,-63.0,-78.0,-45.0,18.0
Portugal,Azores,Total,2020-03-22,-82.0,-51.0,-59.0,-87.0,-44.0,
Portugal,Azores,Total,2020-03-23,-72.0,-41.0,-53.0,-81.0,-61.0,26.0
Portugal,Azores,Total,2020-03-24,-74.0,-44.0,-62.0,-81.0,-63.0,28.0
Portugal,Azores,Total,2020-03-25,-73.0,-42.0,-56.0,-81.0,-63.0,27.0
Portugal,Azores,Total,2020-03-26,-73.0,-43.0,-56.0,-79.0,-63.0,30.0
Portugal,Azores,Total,2020-03-27,-75.0,-40.0,-61.0,-82.0,-62.0,30.0
Portugal,Azores,Total,2020-03-28,-77.0,-41.0,-61.0,-83.0,-45.0,18.0
Portugal,Azores,Total,2020-03-29,-83.0,-56.0,-66.0,-87.0,-47.0,
Portugal,Azores,Total,2020-03-30,-72.0,-44.0,-56.0,-80.0,-61.0,26.0
Portugal,Azores,Total,2020-03-31,-71.0,-41.0,-58.0,-81.0,-61.0,26.0
Portugal,Azores,Total,2020-04-01,-74.0,-44.0,-63.0,-83.0,-62.0,27.0
Portugal,Azores,Total,2020-04-02,-76.0,-43.0,-69.0,-85.0,-64.0,30.0
Portugal,Azores,Total,2020-04-03,-77.0,-41.0,-64.0,-85.0,-64.0,31.0
Portugal,Azores,Total,2020-04-04,-80.0,-46.0,-68.0,-88.0,-50.0,
Portugal,Azores,Total,2020-04-05,-86.0,-56.0,-70.0,-90.0,-49.0,
Portugal,Azores,Total,2020-04-06,-71.0,-36.0,-56.0,-81.0,-62.0,26.0
Portugal,Azores,Total,2020-04-07,-72.0,-37.0,-58.0,-80.0,-63.0,27.0
Portugal,Azores,Total,2020-04-08,-69.0,-33.0,-53.0,-81.0,-63.0,26.0
Portugal,Azores,Total,2020-04-09,-71.0,-32.0,-54.0,-83.0,-66.0,28.0
Portugal,Azores,Total,2020-04-10,-86.0,-59.0,-64.0,-92.0,-85.0,
Portugal,Azores,Total,2020-04-11,-76.0,-36.0,-57.0,-85.0,-48.0,
Portugal,Azores,Total,2020-04-12,-87.0,-71.0,-64.0,-90.0,-48.0,
Portugal,Azores,Total,2020-04-13,-71.0,-44.0,-55.0,-82.0,-64.0,27.0
Portugal,Azores,Total,2020-04-14,-70.0,-37.0,-54.0,-80.0,-62.0,26.0
Portugal,Azores,Total,2020-04-15,-73.0,-42.0,-61.0,-81.0,-63.0,28.0
Portugal,Azores,Total,2020-04-16,-70.0,-40.0,-57.0,-82.0,-62.0,30.0
Portugal,Azores,Total,2020-04-17,-70.0,-33.0,-51.0,-82.0,-60.0,29.0
Portugal,Azores,Total,2020-04-18,-75.0,-42.0,-58.0,-83.0,-42.0,16.0
Portugal,Azores,Total,2020-04-19,-82.0,-51.0,-61.0,-88.0,-45.0,
Portugal,Azores,Total,2020-04-20,-66.0,-41.0,-47.0,-75.0,-59.0,25.0
Portugal,Azores,Total,2020-04-21,-68.0,-42.0,-50.0,-77.0,-60.0,26.0
Portugal,Azores,Total,2020-04-22,-68.0,-42.0,-47.0,-79.0,-59.0,25.0
Portugal,Azores,Total,2020-04-23,-69.0,-44.0,-48.0,-75.0,-60.0,27.0
Portugal,Azores,Total,2020-04-24,-69.0,-37.0,-50.0,-82.0,-60.0,27.0
Portugal,Azores,Total,2020-04-25,-77.0,-45.0,-58.0,-84.0,-50.0,
Portugal,Azores,Total,2020-04-26,-79.0,-45.0,-53.0,-89.0,-38.0,
Portugal,Azores,Total,2020-04-27,-64.0,-40.0,-45.0,-79.0,-57.0,25.0
Portugal,Azores,Total,2020-04-28,-64.0,-38.0,-41.0,-76.0,-57.0,22.0
Portugal,Azores,Total,2020-04-29,-66.0,-40.0,-43.0,-76.0,-57.0,24.0
Portugal,Azores,Total,2020-04-30,-65.0,-31.0,-46.0,-73.0,-57.0,25.0
Portugal,Azores,Total,2020-05-01,-83.0,-54.0,-69.0,-91.0,-81.0,37.0
Portugal,Azores,Total,2020-05-02,-70.0,-30.0,-47.0,-81.0,-37.0,15.0
Portugal,Azores,Total,2020-05-03,-74.0,-40.0,-41.0,-84.0,-31.0,
Portugal,Azores,Total,2020-05-04,-60.0,-34.0,-40.0,-72.0,-53.0,22.0
Portugal,Azores,Total,2020-05-05,-59.0,-34.0,-28.0,-70.0,-53.0,21.0
Portugal,Azores,Total,2020-05-06,-60.0,-33.0,-36.0,-73.0,-52.0,22.0
Portugal,Azores,Total,2020-05-07,-59.0,-31.0,-30.0,-71.0,-52.0,24.0
Portugal,Beja District,Total,2020-02-15,5.0,1.0,16.0,,2.0,-1.0
Portugal,Beja District,Total,2020-02-16,8.0,7.0,26.0,,2.0,
Portugal,Beja District,Total,2020-02-17,-2.0,1.0,4.0,,3.0,1.0
Portugal,Beja District,Total,2020-02-18,4.0,3.0,8.0,,3.0,0.0
Portugal,Beja District,Total,2020-02-19,6.0,-2.0,14.0,,2.0,-1.0
Portugal,Beja District,Total,2020-02-20,6.0,0.0,17.0,,2.0,-1.0
Portugal,Beja District,Total,2020-02-21,11.0,7.0,36.0,,2.0,-3.0
Portugal,Beja District,Total,2020-02-22,21.0,11.0,41.0,,1.0,-1.0
Portugal,Beja District,Total,2020-02-23,31.0,14.0,72.0,,3.0,
Portugal,Beja District,Total,2020-02-24,26.0,13.0,68.0,,-25.0,3.0
Portugal,Beja District,Total,2020-02-25,5.0,-1.0,36.0,,-57.0,10.0
Portugal,Beja District,Total,2020-02-26,2.0,2.0,15.0,,-17.0,1.0
Portugal,Beja District,Total,2020-02-27,4.0,-1.0,17.0,,1.0,1.0
Portugal,Beja District,Total,2020-02-28,10.0,8.0,26.0,,2.0,-3.0
Portugal,Beja District,Total,2020-02-29,13.0,6.0,6.0,,0.0,1.0
Portugal,Beja District,Total,2020-03-01,18.0,9.0,19.0,,3.0,
Portugal,Beja District,Total,2020-03-02,7.0,10.0,5.0,,4.0,1.0
Portugal,Beja District,Total,2020-03-03,2.0,4.0,4.0,,2.0,0.0
Portugal,Beja District,Total,2020-03-04,6.0,3.0,14.0,,5.0,-1.0
Portugal,Beja District,Total,2020-03-05,2.0,2.0,12.0,,1.0,1.0
Portugal,Beja District,Total,2020-03-06,2.0,6.0,12.0,,3.0,-2.0
Portugal,Beja District,Total,2020-03-07,8.0,4.0,27.0,,6.0,-1.0
Portugal,Beja District,Total,2020-03-08,10.0,12.0,29.0,,5.0,
Portugal,Beja District,Total,2020-03-09,3.0,9.0,12.0,,5.0,0.0
Portugal,Beja District,Total,2020-03-10,5.0,12.0,19.0,,5.0,0.0
Portugal,Beja District,Total,2020-03-11,4.0,15.0,16.0,,3.0,0.0
Portugal,Beja District,Total,2020-03-12,-2.0,15.0,13.0,,2.0,2.0
Portugal,Beja District,Total,2020-03-13,-17.0,21.0,7.0,,-2.0,2.0
Portugal,Beja District,Total,2020-03-14,-37.0,-3.0,-11.0,,-13.0,
Portugal,Beja District,Total,2020-03-15,-50.0,-21.0,-22.0,,-17.0,
Portugal,Beja District,Total,2020-03-16,-43.0,-13.0,-22.0,,-33.0,14.0
Portugal,Beja District,Total,2020-03-17,-52.0,-22.0,-30.0,,-40.0,16.0
Portugal,Beja District,Total,2020-03-18,-52.0,-24.0,-25.0,,-41.0,16.0
Portugal,Beja District,Total,2020-03-19,-63.0,-36.0,-31.0,,-48.0,20.0
Portugal,Beja District,Total,2020-03-20,-77.0,-42.0,-51.0,,-51.0,24.0
Portugal,Beja District,Total,2020-03-21,-81.0,-47.0,-59.0,,-46.0,
Portugal,Beja District,Total,2020-03-22,-81.0,-53.0,-47.0,,-42.0,
Portugal,Beja District,Total,2020-03-23,-72.0,-39.0,-42.0,,-51.0,22.0
Portugal,Beja District,Total,2020-03-24,-73.0,-41.0,-42.0,,-53.0,23.0
Portugal,Beja District,Total,2020-03-25,-74.0,-43.0,-44.0,,-55.0,22.0
Portugal,Beja District,Total,2020-03-26,-75.0,-45.0,-45.0,,-55.0,24.0
Portugal,Beja District,Total,2020-03-27,-77.0,-41.0,-49.0,,-53.0,24.0
Portugal,Beja District,Total,2020-03-28,-80.0,-49.0,-58.0,,-44.0,
Portugal,Beja District,Total,2020-03-29,-83.0,-59.0,-60.0,,-40.0,
Portugal,Beja District,Total,2020-03-30,-75.0,-45.0,-53.0,,-53.0,24.0
Portugal,Beja District,Total,2020-03-31,-73.0,-39.0,-51.0,,-53.0,23.0
Portugal,Beja District,Total,2020-04-01,-75.0,-44.0,-53.0,,-54.0,24.0
Portugal,Beja District,Total,2020-04-02,-73.0,-39.0,-43.0,,-54.0,23.0
Portugal,Beja District,Total,2020-04-03,-74.0,-39.0,-44.0,,-52.0,23.0
Portugal,Beja District,Total,2020-04-04,-81.0,-48.0,-61.0,,-44.0,
Portugal,Beja District,Total,2020-04-05,-86.0,-57.0,-67.0,,-44.0,
Portugal,Beja District,Total,2020-04-06,-70.0,-36.0,-44.0,,-53.0,23.0
Portugal,Beja District,Total,2020-04-07,-70.0,-34.0,-42.0,,-54.0,22.0
Portugal,Beja District,Total,2020-04-08,-70.0,-34.0,-42.0,,-53.0,21.0
Portugal,Beja District,Total,2020-04-09,-74.0,-35.0,-45.0,,-57.0,25.0
Portugal,Beja District,Total,2020-04-10,-83.0,-53.0,-56.0,,-74.0,
Portugal,Beja District,Total,2020-04-11,-81.0,-48.0,-63.0,,-45.0,
Portugal,Beja District,Total,2020-04-12,-84.0,-81.0,-60.0,,-44.0,
Portugal,Beja District,Total,2020-04-13,-75.0,-45.0,-48.0,,-58.0,25.0
Portugal,Beja District,Total,2020-04-14,-71.0,-36.0,-49.0,,-54.0,22.0
Portugal,Beja District,Total,2020-04-15,-71.0,-40.0,-47.0,,-52.0,22.0
Portugal,Beja District,Total,2020-04-16,-71.0,-37.0,-41.0,,-52.0,24.0
Portugal,Beja District,Total,2020-04-17,-70.0,-34.0,-41.0,,-50.0,23.0
Portugal,Beja District,Total,2020-04-18,-74.0,-40.0,-48.0,,-38.0,
Portugal,Beja District,Total,2020-04-19,-78.0,-53.0,-48.0,,-34.0,
Portugal,Beja District,Total,2020-04-20,-69.0,-38.0,-47.0,,-51.0,23.0
Portugal,Beja District,Total,2020-04-21,-67.0,-34.0,-42.0,,-50.0,22.0
Portugal,Beja District,Total,2020-04-22,-68.0,-39.0,-38.0,,-50.0,20.0
Portugal,Beja District,Total,2020-04-23,-65.0,-35.0,-32.0,,-51.0,21.0
Portugal,Beja District,Total,2020-04-24,-67.0,-32.0,-36.0,,-49.0,20.0
Portugal,Beja District,Total,2020-04-25,-75.0,-41.0,-52.0,,-40.0,
Portugal,Beja District,Total,2020-04-26,-74.0,-45.0,-44.0,,-32.0,
Portugal,Beja District,Total,2020-04-27,-63.0,-32.0,-35.0,,-47.0,20.0
Portugal,Beja District,Total,2020-04-28,-62.0,-29.0,-32.0,,-47.0,17.0
Portugal,Beja District,Total,2020-04-29,-62.0,-32.0,-35.0,,-47.0,19.0
Portugal,Beja District,Total,2020-04-30,-61.0,-18.0,-25.0,,-49.0,18.0
Portugal,Beja District,Total,2020-05-01,-79.0,-50.0,-43.0,,-72.0,
Portugal,Beja District,Total,2020-05-02,-74.0,-35.0,-42.0,,-32.0,
Portugal,Beja District,Total,2020-05-03,-74.0,-44.0,-40.0,,-23.0,
Portugal,Beja District,Total,2020-05-04,-60.0,-24.0,-21.0,,-43.0,17.0
Portugal,Beja District,Total,2020-05-05,-58.0,-24.0,-19.0,,-43.0,16.0
Portugal,Beja District,Total,2020-05-06,-56.0,-24.0,-18.0,,-41.0,16.0
Portugal,Beja District,Total,2020-05-07,-57.0,-20.0,-13.0,,-40.0,17.0
Portugal,Braga,Total,2020-02-15,-1.0,0.0,1.0,-1.0,-1.0,0.0
Portugal,Braga,Total,2020-02-16,-2.0,2.0,-46.0,-5.0,-1.0,2.0
Portugal,Braga,Total,2020-02-17,1.0,3.0,3.0,2.0,3.0,0.0
Portugal,Braga,Total,2020-02-18,-1.0,3.0,5.0,7.0,3.0,0.0
Portugal,Braga,Total,2020-02-19,-2.0,3.0,11.0,4.0,2.0,-1.0
Portugal,Braga,Total,2020-02-20,4.0,1.0,17.0,10.0,1.0,-2.0
Portugal,Braga,Total,2020-02-21,3.0,4.0,28.0,14.0,1.0,-2.0
Portugal,Braga,Total,2020-02-22,-2.0,2.0,29.0,5.0,0.0,-2.0
Portugal,Braga,Total,2020-02-23,6.0,2.0,48.0,11.0,-1.0,-4.0
Portugal,Braga,Total,2020-02-24,29.0,18.0,92.0,19.0,-31.0,4.0
Portugal,Braga,Total,2020-02-25,-5.0,3.0,12.0,-11.0,-72.0,19.0
Portugal,Braga,Total,2020-02-26,-3.0,2.0,12.0,0.0,-13.0,4.0
Portugal,Braga,Total,2020-02-27,0.0,4.0,15.0,7.0,0.0,0.0
Portugal,Braga,Total,2020-02-28,3.0,8.0,5.0,8.0,0.0,-1.0
Portugal,Braga,Total,2020-02-29,-5.0,5.0,-22.0,-8.0,-1.0,2.0
Portugal,Braga,Total,2020-03-01,-9.0,3.0,-36.0,-7.0,-2.0,4.0
Portugal,Braga,Total,2020-03-02,-1.0,7.0,-11.0,1.0,3.0,1.0
Portugal,Braga,Total,2020-03-03,-6.0,4.0,-31.0,-4.0,1.0,1.0
Portugal,Braga,Total,2020-03-04,-5.0,6.0,-17.0,1.0,2.0,1.0
Portugal,Braga,Total,2020-03-05,1.0,7.0,-2.0,6.0,1.0,0.0
Portugal,Braga,Total,2020-03-06,4.0,9.0,3.0,7.0,1.0,-1.0
Portugal,Braga,Total,2020-03-07,2.0,5.0,14.0,-2.0,0.0,-1.0
Portugal,Braga,Total,2020-03-08,-8.0,7.0,-45.0,-10.0,-2.0,2.0
Portugal,Braga,Total,2020-03-09,-1.0,15.0,2.0,-7.0,0.0,1.0
Portugal,Braga,Total,2020-03-10,-4.0,20.0,7.0,-4.0,-1.0,2.0
Portugal,Braga,Total,2020-03-11,-9.0,29.0,4.0,-10.0,-2.0,3.0
Portugal,Braga,Total,2020-03-12,-9.0,29.0,3.0,-11.0,-4.0,4.0
Portugal,Braga,Total,2020-03-13,-25.0,27.0,-19.0,-25.0,-9.0,9.0
Portugal,Braga,Total,2020-03-14,-50.0,-6.0,-40.0,-40.0,-15.0,14.0
Portugal,Braga,Total,2020-03-15,-67.0,-34.0,-71.0,-54.0,-26.0,17.0
Portugal,Braga,Total,2020-03-16,-50.0,-9.0,-47.0,-53.0,-37.0,22.0
Portugal,Braga,Total,2020-03-17,-55.0,-11.0,-47.0,-56.0,-43.0,24.0
Portugal,Braga,Total,2020-03-18,-57.0,-10.0,-45.0,-58.0,-46.0,25.0
Portugal,Braga,Total,2020-03-19,-66.0,-31.0,-55.0,-64.0,-52.0,29.0
Portugal,Braga,Total,2020-03-20,-76.0,-36.0,-74.0,-72.0,-54.0,36.0
Portugal,Braga,Total,2020-03-21,-80.0,-43.0,-75.0,-73.0,-56.0,28.0
Portugal,Braga,Total,2020-03-22,-83.0,-60.0,-77.0,-73.0,-51.0,24.0
Portugal,Braga,Total,2020-03-23,-72.0,-39.0,-62.0,-71.0,-56.0,32.0
Portugal,Braga,Total,2020-03-24,-72.0,-36.0,-61.0,-70.0,-57.0,33.0
Portugal,Braga,Total,2020-03-25,-73.0,-36.0,-62.0,-71.0,-57.0,33.0
Portugal,Braga,Total,2020-03-26,-72.0,-38.0,-61.0,-69.0,-58.0,34.0
Portugal,Braga,Total,2020-03-27,-74.0,-33.0,-67.0,-73.0,-58.0,38.0
Portugal,Braga,Total,2020-03-28,-79.0,-41.0,-77.0,-70.0,-56.0,28.0
Portugal,Braga,Total,2020-03-29,-83.0,-60.0,-82.0,-76.0,-52.0,24.0
Portugal,Braga,Total,2020-03-30,-73.0,-39.0,-74.0,-74.0,-58.0,33.0
Portugal,Braga,Total,2020-03-31,-71.0,-32.0,-73.0,-71.0,-59.0,34.0
Portugal,Braga,Total,2020-04-01,-70.0,-31.0,-65.0,-70.0,-59.0,34.0
Portugal,Braga,Total,2020-04-02,-69.0,-31.0,-61.0,-68.0,-60.0,33.0
Portugal,Braga,Total,2020-04-03,-70.0,-26.0,-64.0,-68.0,-59.0,37.0
Portugal,Braga,Total,2020-04-04,-76.0,-37.0,-78.0,-69.0,-54.0,27.0
Portugal,Braga,Total,2020-04-05,-84.0,-59.0,-89.0,-78.0,-54.0,25.0
