"1/22/20","1/23/20","1/24/20","1/25/20","1/26/20","1/27/20","1/28/20","1/29/20","1/30/20","1/31/20","2/1/20","2/2/20","2/3/20","2/4/20","2/5/20","2/6/20","2/7/20","2/8/20","2/9/20","2/10/20","2/11/20","2/12/20","2/13/20","2/14/20","2/15/20","2/16/20","2/17/20","2/18/20","2/19/20","2/20/20","2/21/20","2/22/20","2/23/20","2/24/20","2/25/20","2/26/20","2/27/20","2/28/20","2/29/20","3/1/20","3/2/20","3/3/20","3/4/20","3/5/20","3/6/20","3/7/20","3/8/20","3/9/20","3/10/20","3/11/20","3/12/20","3/13/20","3/14/20","3/15/20","3/16/20","3/17/20","3/18/20","3/19/20","3/20/20","3/21/20","3/22/20","3/23/20","3/24/20","3/25/20","3/26/20","3/27/20","3/28/20","3/29/20","3/30/20","3/31/20","4/1/20","4/2/20","4/3/20","4/4/20","4/5/20","4/6/20","4/7/20","4/8/20","4/9/20","4/10/20","4/11/20","4/12/20","4/13/20","4/14/20","4/15/20","4/16/20","4/17/20","4/18/20","4/19/20","4/20/20","4/21/20","4/22/20","4/23/20","4/24/20","4/25/20","4/26/20","4/27/20","4/28/20","4/29/20","4/30/20","5/1/20","5/2/20","5/3/20","5/4/20","5/5/20","5/6/20","5/7/20","5/8/20","5/9/20","5/10/20","5/11/20","5/12/20","5/13/20","5/14/20","5/15/20","5/16/20","5/17/20","5/18/20","5/19/20","5/20/20","5/21/20","5/22/20","5/23/20","5/24/20","5/25/20","5/26/20","5/27/20","5/28/20"
"555.0","654.0","941.0","1434.0","2118.0","2927.0","5578.0","6166.0","8234.0","9927.0","12038.0","16787.0","19881.0","23892.0","27635.0","30794.0","34391.0","37120.0","40150.0","42762.0","44802.0","45221.0","60368.0","66885.0","69030.0","71224.0","73258.0","75136.0","75639.0","76197.0","76819.0","78572.0","78958.0","79561.0","80406.0","81388.0","82746.0","84112.0","86011.0","88369.0","90306.0","92840.0","95120.0","97888.0","101806.0","105848.0","109822.0","113595.0","118623.0","125879.0","131007.0","145225.0","156120.0","167507.0","181653.0","197150.0","214873.0","242632.0","272264.0","304580.0","337022.0","378301.0","418295.0","467817.0","529722.0","593764.0","661174.0","720291.0","782816.0","857608.0","933010.0","1013863.0","1096324.0","1176436.0","1249743.0","1321436.0","1396438.0","1480232.0","1566102.0","1658261.0","1736412.0","1835145.0","1905165.0","1975566.0","2055748.0","2152181.0","2239990.0","2317636.0","2400787.0","2472109.0","2549046.0","2624608.0","2708403.0","2795731.0","2881140.0","2955033.0","3023722.0","3097229.0","3172287.0","3256910.0","3345558.0","3427584.0","3506729.0","3583055.0","3662691.0","3756069.0","3845718.0","3938064.0","4024009.0","4101699.0","4177502.0","4261747.0","4347018.0","4442163.0","4542347.0","4634068.0","4713620.0","4801943.0","4897492.0","4996472.0","5102424.0","5211156.0","5311020.0","5407613.0","5495061.0","5589626.0","5691790.0","5808946.0"
