country,state,city,ibgeID,deaths,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,date,newCases,newDeaths 
Brazil,MG,Conceição do Rio Verde,3117702,0,2,0.00000,14.66491,0.00000,SES,2020-05-29,0,0
Brazil,TO,Conceição do Tocantins,1705607,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,MG,Conceição dos Ouros,3117801,0,2,0.00000,17.18508,0.00000,SES,2020-05-29,2,0
Brazil,PB,Conceição,2504405,0,4,0.00000,21.07260,0.00000,MS,2020-05-29,0,0
Brazil,SP,Conchal,3512209,0,5,0.00000,17.82531,0.00000,SES,2020-05-29,0,0
Brazil,SP,Conchas,3512308,1,8,5.58784,44.70273,0.12500,SES,2020-05-29,0,0
Brazil,PA,Concórdia do Pará,1502756,2,98,6.00276,294.13530,0.02041,MS,2020-05-29,0,0
Brazil,SC,Concórdia,4204301,7,798,9.37822,1069.11751,0.00877,MS,2020-05-29,83,0
Brazil,PB,Condado,2504504,0,38,0.00000,571.08506,0.00000,MS,2020-05-29,1,0
Brazil,PE,Condado,2604601,12,76,45.41842,287.64998,0.15789,SES,2020-05-29,0,0
Brazil,BA,Conde,2908606,0,2,0.00000,7.74084,0.00000,MS,2020-05-29,0,0
Brazil,PB,Conde,2504603,2,90,8.10701,364.81557,0.02222,MS,2020-05-29,11,0
Brazil,BA,Condeúba,2908705,0,3,0.00000,17.39433,0.00000,MS,2020-05-29,0,0
Brazil,RS,Condor,4305702,0,7,0.00000,103.65763,0.00000,SES,2020-05-29,0,0
Brazil,MT,Confresa,5103353,0,49,0.00000,158.40688,0.00000,MS,2020-05-29,0,0
Brazil,PB,Congo,2504702,1,11,20.89427,229.83702,0.09091,MS,2020-05-29,0,0
Brazil,MG,Congonhal,3117900,0,1,0.00000,8.36820,0.00000,SES,2020-05-29,0,0
Brazil,MG,Congonhas,3118007,0,14,0.00000,25.56517,0.00000,SES,2020-05-29,3,0
Brazil,PR,Congonhinhas,4106001,0,1,0.00000,11.34044,0.00000,SES,2020-05-29,0,0
Brazil,MT,Conquista D'Oeste,5103361,0,4,0.00000,99.05894,0.00000,MS,2020-05-29,0,0
Brazil,MG,Conselheiro Lafaiete,3118304,0,27,0.00000,20.99713,0.00000,SES,2020-05-29,2,0
Brazil,MG,Conselheiro Pena,3118403,0,1,0.00000,4.36281,0.00000,SES,2020-05-29,0,0
Brazil,MG,Contagem,3118601,10,222,1.50635,33.44104,0.04505,SES,2020-05-29,13,0
Brazil,PR,Contenda,4106209,1,3,5.38097,16.14292,0.33333,SES,2020-05-29,0,0
Brazil,MG,Coqueiral,3118700,0,1,0.00000,10.91822,0.00000,SES,2020-05-29,0,0
Brazil,AL,Coqueiro Seco,2702207,0,32,0.00000,547.47648,0.00000,SES,2020-05-29,0,0
Brazil,BA,Coração de Maria,2908903,0,4,0.00000,17.69520,0.00000,MS,2020-05-29,0,0
Brazil,PR,Corbélia,4106308,0,4,0.00000,23.43155,0.00000,SES,2020-05-29,0,0
Brazil,RJ,Cordeiro,3301504,0,20,0.00000,91.21591,0.00000,MS,2020-05-29,1,0
Brazil,SP,Cordeirópolis,3512407,0,45,0.00000,183.46380,0.00000,SES,2020-05-29,1,0
Brazil,SC,Cordilheira Alta,4204350,0,3,0.00000,67.37031,0.00000,MS,2020-05-29,0,0
Brazil,CE,Coreaú,2304004,1,133,4.32227,574.86169,0.00752,MS,2020-05-29,0,0
Brazil,PB,Coremas,2504801,0,15,0.00000,97.11881,0.00000,MS,2020-05-29,2,0
Brazil,MG,Corinto,3119104,0,23,0.00000,96.91964,0.00000,SES,2020-05-29,4,0
Brazil,PR,Cornélio Procópio,4106407,1,59,2.09008,123.31487,0.01695,SES,2020-05-29,3,0
Brazil,SP,Coroados,3512506,1,11,16.50710,181.57808,0.09091,SES,2020-05-29,0,0
Brazil,MA,Coroatá,2103604,1,169,1.53149,258.82137,0.00592,MS,2020-05-29,0,0
Brazil,MG,Coromandel,3119302,0,7,0.00000,25.02324,0.00000,SES,2020-05-29,0,0
Brazil,RS,Coronel Bicaco,4305900,0,3,0.00000,40.95563,0.00000,SES,2020-05-29,0,0
Brazil,PR,Coronel Domingos Soares,4106456,0,14,0.00000,186.74136,0.00000,SES,2020-05-29,9,0
Brazil,MG,Coronel Fabriciano,3119401,0,63,0.00000,57.34832,0.00000,SES,2020-05-29,14,0
Brazil,SC,Coronel Freitas,4204400,0,3,0.00000,30.05711,0.00000,MS,2020-05-29,0,0
Brazil,RN,Coronel João Pessoa,2402907,1,2,20.35831,40.71661,0.50000,MS,2020-05-29,0,0
Brazil,BA,Coronel João Sá,2909208,0,1,0.00000,6.29129,0.00000,MS,2020-05-29,0,0
Brazil,SP,Coronel Macedo,3512605,0,1,0.00000,21.36296,0.00000,SES,2020-05-29,1,0
Brazil,MG,Coronel Pacheco,3119609,0,1,0.00000,32.40441,0.00000,SES,2020-05-29,0,0
Brazil,PR,Coronel Vivida,4106506,0,1,0.00000,4.82300,0.00000,SES,2020-05-29,0,0
Brazil,PI,Corrente,2202901,0,23,0.00000,86.32337,0.00000,MS,2020-05-29,0,0
Brazil,PE,Correntes,2604700,1,5,5.49239,27.46197,0.20000,SES,2020-05-29,0,0
Brazil,PE,Cortês,2604809,4,24,31.80156,190.80935,0.16667,SES,2020-05-29,0,0
Brazil,GO,Corumbaíba,5205901,1,1,10.28489,10.28489,1.00000,SES,2020-05-29,0,0
Brazil,GO,Corumbá de Goiás,5205802,0,2,0.00000,18.00180,0.00000,SES,2020-05-29,1,0
Brazil,MS,Corumbá,5003207,0,24,0.00000,21.53722,0.00000,MS,2020-05-29,2,0
Brazil,SC,Corupá,4204509,0,4,0.00000,25.14300,0.00000,MS,2020-05-29,0,0
Brazil,AL,Coruripe,2702306,6,121,10.53870,212.53052,0.04959,SES,2020-05-29,0,0
Brazil,SP,Cosmorama,3512902,1,3,13.68551,41.05652,0.33333,SES,2020-05-29,1,1
Brazil,SP,Cosmópolis,3512803,1,22,1.38404,30.44898,0.04545,SES,2020-05-29,5,1
Brazil,RO,Costa Marques,1100080,0,1,0.00000,5.45524,0.00000,MS,2020-05-29,0,0
Brazil,SP,Cotia,3513009,43,547,17.25452,219.49360,0.07861,SES,2020-05-29,28,1
Brazil,MT,Cotriguaçu,5103379,1,2,5.06329,10.12658,0.50000,MS,2020-05-29,0,0
Brazil,TO,Couto Magalhães,1706001,0,13,0.00000,232.64137,0.00000,MS,2020-05-29,0,0
Brazil,MG,Couto de Magalhães de Minas,3120102,0,1,0.00000,22.67574,0.00000,SES,2020-05-29,0,0
Brazil,RS,Coxilha,4305975,0,21,0.00000,761.97388,0.00000,SES,2020-05-29,2,0
Brazil,MS,Coxim,5003306,0,7,0.00000,20.86874,0.00000,MS,2020-05-29,0,0
Brazil,PB,Coxixola,2504850,0,4,0.00000,208.22488,0.00000,MS,2020-05-29,0,0
Brazil,CE,Crateús,2304103,5,95,6.66010,126.54181,0.05263,MS,2020-05-29,0,0
Brazil,CE,Crato,2304202,0,40,0.00000,30.27482,0.00000,MS,2020-05-29,0,0
Brazil,SP,Cravinhos,3513108,1,20,2.83350,56.67007,0.05000,SES,2020-05-29,1,0
Brazil,BA,Cravolândia,2909505,0,2,0.00000,37.39017,0.00000,MS,2020-05-29,0,0
Brazil,AL,Craíbas,2702355,0,37,0.00000,152.77262,0.00000,SES,2020-05-29,0,0
Brazil,SC,Criciúma,4204608,9,367,4.18243,170.55013,0.02452,MS,2020-05-29,0,1
Brazil,RS,Crissiumal,4306007,0,1,0.00000,7.43605,0.00000,SES,2020-05-29,0,0
Brazil,GO,Cristalina,5206206,1,7,1.69500,11.86501,0.14286,SES,2020-05-29,2,0
Brazil,TO,Cristalândia,1706100,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,MG,Cristina,3120508,0,2,0.00000,19.52744,0.00000,SES,2020-05-29,0,0
Brazil,PI,Cristino Castro,2203107,1,1,9.59417,9.59417,1.00000,MS,2020-05-29,0,0
Brazil,SE,Cristinápolis,2801702,0,10,0.00000,55.94719,0.00000,MS,2020-05-29,0,0
Brazil,BA,Cristópolis,2909703,0,4,0.00000,28.75629,0.00000,MS,2020-05-29,0,0
Brazil,MG,Crisólita,3120151,0,1,0.00000,14.91647,0.00000,SES,2020-05-29,0,0
Brazil,BA,Crisópolis,2909604,0,2,0.00000,9.47733,0.00000,MS,2020-05-29,0,0
Brazil,TO,Crixás do Tocantins,1706258,0,1,0.00000,58.07201,0.00000,MS,2020-05-29,0,0
Brazil,CE,Croatá,2304236,0,1,0.00000,5.53618,0.00000,MS,2020-05-29,0,0
Brazil,GO,Cromínia,5206503,0,1,0.00000,28.68617,0.00000,SES,2020-05-29,0,0
Brazil,RS,Cruz Alta,4306106,1,11,1.65840,18.24243,0.09091,SES,2020-05-29,1,0
Brazil,BA,Cruz das Almas,2909802,0,15,0.00000,23.71954,0.00000,MS,2020-05-29,0,0
Brazil,PB,Cruz do Espírito Santo,2504900,6,100,34.64403,577.40054,0.06000,MS,2020-05-29,4,0
Brazil,CE,Cruz,2304251,5,128,20.13936,515.56773,0.03906,MS,2020-05-29,0,1
Brazil,RS,Cruzaltense,4306130,0,7,0.00000,381.88762,0.00000,SES,2020-05-29,0,0
Brazil,PR,Cruzeiro do Iguaçu,4106571,0,6,0.00000,141.11007,0.00000,SES,2020-05-29,3,0
Brazil,PR,Cruzeiro do Oeste,4106605,0,4,0.00000,19.10950,0.00000,SES,2020-05-29,3,0
Brazil,AC,Cruzeiro do Sul,1200203,7,628,7.92070,710.60016,0.01115,MS,2020-05-29,22,2
Brazil,PR,Cruzeiro do Sul,4106704,0,6,0.00000,134.25822,0.00000,SES,2020-05-29,0,0
Brazil,RS,Cruzeiro do Sul,4306205,2,46,16.19695,372.52996,0.04348,SES,2020-05-29,2,0
Brazil,SP,Cruzeiro,3513405,2,24,2.43197,29.18359,0.08333,SES,2020-05-29,6,0
Brazil,RN,Cruzeta,2403004,0,11,0.00000,137.53438,0.00000,MS,2020-05-29,0,0
Brazil,MG,Cruzília,3120805,0,3,0.00000,19.45904,0.00000,SES,2020-05-29,0,0
Brazil,PB,Cubati,2505006,0,1,0.00000,12.82545,0.00000,MS,2020-05-29,1,0
Brazil,SP,Cubatão,3513504,28,323,21.42229,247.12138,0.08669,SES,2020-05-29,23,8
Brazil,MT,Cuiabá,5103403,8,620,1.30602,101.21672,0.01290,MS,2020-05-29,9,0
Brazil,PB,Cuitegi,2505204,1,40,14.69940,587.97589,0.02500,MS,2020-05-29,-3,0
Brazil,PB,Cuité de Mamanguape,2505238,0,5,0.00000,78.70297,0.00000,MS,2020-05-29,2,0
Brazil,PB,Cuité,2505105,0,10,0.00000,49.16904,0.00000,MS,2020-05-29,0,0
Brazil,RO,Cujubim,1100940,1,18,3.96589,71.38608,0.05556,MS,2020-05-29,1,0
Brazil,PA,Cumaru do Norte,1502764,0,20,0.00000,148.44504,0.00000,MS,2020-05-29,6,0
Brazil,PE,Cumaru,2604908,0,21,0.00000,192.55456,0.00000,SES,2020-05-29,0,0
Brazil,SE,Cumbe,2801900,0,1,0.00000,25.08151,0.00000,MS,2020-05-29,0,0
Brazil,SC,Cunha Porã,4204707,0,16,0.00000,144.32618,0.00000,MS,2020-05-29,0,0
Brazil,SP,Cunha,3513603,0,5,0.00000,23.20509,0.00000,SES,2020-05-29,0,0
Brazil,PE,Cupira,2605004,2,28,8.29635,116.14884,0.07143,SES,2020-05-29,0,0
Brazil,BA,Curaçá,2909901,0,33,0.00000,95.10086,0.00000,MS,2020-05-29,0,0
Brazil,PI,Curimatá,2203206,0,6,0.00000,52.68704,0.00000,MS,2020-05-29,0,0
Brazil,PA,Curionópolis,1502772,5,209,27.88778,1165.70919,0.02392,MS,2020-05-29,9,0
Brazil,PR,Curitiba,4106902,42,921,2.17267,47.64356,0.04560,SES,2020-05-29,17,3
Brazil,SC,Curitibanos,4204806,0,1,0.00000,2.51604,0.00000,MS,2020-05-29,0,0
Brazil,RN,Currais Novos,2403103,1,23,2.23284,51.35533,0.04348,MS,2020-05-29,0,0
Brazil,PI,Currais,2203230,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,PI,Curral Novo do Piauí,2203271,0,1,0.00000,18.71608,0.00000,MS,2020-05-29,0,0
Brazil,PB,Curral de Cima,2505279,0,7,0.00000,133.92003,0.00000,MS,2020-05-29,0,0
Brazil,PA,Curralinho,1502806,4,86,11.61170,249.65165,0.04651,MS,2020-05-29,0,0
Brazil,PI,Curralinhos,2203255,0,3,0.00000,67.52194,0.00000,MS,2020-05-29,0,0
Brazil,MA,Cururupu,2103703,1,56,3.05857,171.28001,0.01786,MS,2020-05-29,0,0
Brazil,PA,Curuá,1502855,0,14,0.00000,97.26951,0.00000,MS,2020-05-29,0,0
Brazil,PA,Curuçá,1502905,34,253,84.85998,631.45809,0.13439,MS,2020-05-29,1,0
Brazil,MG,Curvelo,3120904,0,47,0.00000,58.65542,0.00000,SES,2020-05-29,0,0
Brazil,MT,Curvelândia,5103437,1,4,19.16076,76.64304,0.25000,MS,2020-05-29,0,0
Brazil,PE,Custódia,2605103,6,47,16.16771,126.64709,0.12766,SES,2020-05-29,0,0
Brazil,AP,Cutias,1600212,1,108,16.71402,1805.11449,0.00926,SES,2020-05-29,6,0
Brazil,MT,Cáceres,5102504,3,22,3.17877,23.31101,0.13636,MS,2020-05-29,0,0
Brazil,MA,Cândido Mendes,2102606,0,19,0.00000,94.16196,0.00000,MS,2020-05-29,0,0
Brazil,SP,Cândido Mota,3510005,0,4,0.00000,12.78772,0.00000,SES,2020-05-29,0,0
Brazil,SP,Cândido Rodrigues,3510104,0,3,0.00000,107.41139,0.00000,SES,2020-05-29,1,0
Brazil,BA,Cândido Sales,2906709,0,3,0.00000,11.90996,0.00000,MS,2020-05-29,0,0
Brazil,PR,Céu Azul,4105300,0,9,0.00000,76.49809,0.00000,SES,2020-05-29,0,0
Brazil,BA,Cícero Dantas,2907806,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,MG,Córrego Novo,3120003,0,1,0.00000,36.08805,0.00000,SES,2020-05-29,0,0
Brazil,MG,Córrego do Bom Jesus,3119906,0,8,0.00000,215.98272,0.00000,SES,2020-05-29,0,0
Brazil,GO,Córrego do Ouro,5205703,0,1,0.00000,42.97379,0.00000,SES,2020-05-29,1,0
Brazil,PB,Damião,2505352,0,1,0.00000,18.76173,0.00000,MS,2020-05-29,0,0
Brazil,TO,Darcinópolis,1706506,0,113,0.00000,1853.37051,0.00000,MS,2020-05-29,3,0
Brazil,MA,Davinópolis,2103752,3,65,23.24140,503.56368,0.04615,MS,2020-05-29,0,0
Brazil,MG,Delfim Moreira,3121100,0,7,0.00000,87.22741,0.00000,SES,2020-05-29,0,0
Brazil,MG,Delfinópolis,3121209,0,1,0.00000,14.05679,0.00000,SES,2020-05-29,0,0
Brazil,AL,Delmiro Gouveia,2702405,2,17,3.84497,32.68225,0.11765,SES,2020-05-29,0,0
Brazil,MG,Delta,3121258,0,1,0.00000,9.49397,0.00000,SES,2020-05-29,0,0
Brazil,PI,Demerval Lobão,2203305,1,34,7.23746,246.07368,0.02941,MS,2020-05-29,0,0
Brazil,MT,Denise,5103452,0,1,0.00000,10.56859,0.00000,MS,2020-05-29,0,0
Brazil,MS,Deodápolis,5003454,0,4,0.00000,30.95017,0.00000,MS,2020-05-29,0,0
Brazil,CE,Deputado Irapuan Pinheiro,2304269,0,4,0.00000,41.55844,0.00000,MS,2020-05-29,0,0
Brazil,RS,Derrubadas,4306320,0,1,0.00000,35.65062,0.00000,SES,2020-05-29,0,0
Brazil,SP,Descalvado,3513702,1,7,2.96577,20.76042,0.14286,SES,2020-05-29,0,0
Brazil,SC,Descanso,4204905,0,1,0.00000,12.12121,0.00000,MS,2020-05-29,0,0
Brazil,MG,Descoberto,3121308,0,1,0.00000,19.94813,0.00000,SES,2020-05-29,1,0
Brazil,PB,Desterro,2505402,0,6,0.00000,72.31529,0.00000,MS,2020-05-29,2,0
Brazil,SP,Diadema,3513801,72,1113,16.98578,262.57184,0.06469,SES,2020-05-29,34,3
Brazil,PR,Diamante do Norte,4107108,0,1,0.00000,19.65795,0.00000,SES,2020-05-29,0,0
Brazil,PR,Diamante do Sul,4107124,0,7,0.00000,203.54754,0.00000,SES,2020-05-29,1,0
Brazil,MG,Diamantina,3121605,0,9,0.00000,18.85883,0.00000,SES,2020-05-29,1,0
Brazil,TO,Dianópolis,1707009,0,1,0.00000,4.51692,0.00000,MS,2020-05-29,-1,0
Brazil,BA,Dias d'Ávila,2910057,2,54,2.46643,66.59350,0.03704,MS,2020-05-29,0,0
Brazil,MG,Diogo de Vasconcelos,3121704,0,0,0.00000,0.00000,0.00000,SES,2020-05-29,0,0
Brazil,SC,Dionísio Cerqueira,4205001,1,1,6.45245,6.45245,1.00000,MS,2020-05-29,0,0
Brazil,MG,Dionísio,3121803,0,5,0.00000,64.69142,0.00000,SES,2020-05-29,0,0
Brazil,PI,Dirceu Arcoverde,2203354,0,22,0.00000,313.79261,0.00000,MS,2020-05-29,0,0
Brazil,SE,Divina Pastora,2802007,0,3,0.00000,58.38848,0.00000,MS,2020-05-29,0,0
Brazil,MG,Divino das Laranjeiras,3122108,0,1,0.00000,20.08435,0.00000,SES,2020-05-29,0,0
Brazil,ES,Divino de São Lourenço,3201803,0,2,0.00000,46.46840,0.00000,MS,2020-05-29,0,0
Brazil,MG,Divino,3122009,0,3,0.00000,15.05193,0.00000,SES,2020-05-29,0,0
Brazil,SP,Divinolândia,3513900,0,1,0.00000,8.97183,0.00000,SES,2020-05-29,0,0
Brazil,MG,Divinésia,3121902,0,1,0.00000,29.26544,0.00000,SES,2020-05-29,0,0
Brazil,TO,Divinópolis do Tocantins,1707108,0,2,0.00000,28.98551,0.00000,MS,2020-05-29,0,0
Brazil,MG,Divinópolis,3122306,2,165,0.83952,69.26080,0.01212,SES,2020-05-29,1,0
Brazil,MG,Divisa Alegre,3122355,0,1,0.00000,14.73622,0.00000,SES,2020-05-29,0,0
Brazil,MG,Divisa Nova,3122405,0,1,0.00000,16.63617,0.00000,SES,2020-05-29,0,0
Brazil,SP,Dobrada,3514007,0,4,0.00000,44.79785,0.00000,SES,2020-05-29,0,0
Brazil,SP,Dois Córregos,3514106,2,4,7.32198,14.64397,0.50000,SES,2020-05-29,0,0
Brazil,TO,Dois Irmãos do Tocantins,1707207,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,RS,Dois Irmãos,4306403,0,6,0.00000,18.36491,0.00000,SES,2020-05-29,1,0
Brazil,AL,Dois Riachos,2702504,0,6,0.00000,54.17607,0.00000,SES,2020-05-29,0,0
Brazil,PR,Dois Vizinhos,4107207,0,1,0.00000,2.46057,0.00000,SES,2020-05-29,0,0
Brazil,SP,Dolcinópolis,3514205,0,2,0.00000,94.56265,0.00000,SES,2020-05-29,0,0
Brazil,MT,Dom Aquino,5103601,0,3,0.00000,36.68379,0.00000,MS,2020-05-29,0,0
Brazil,BA,Dom Basílio,2910107,0,2,0.00000,16.39479,0.00000,MS,2020-05-29,0,0
Brazil,MG,Dom Cavati,3122504,0,1,0.00000,19.71609,0.00000,SES,2020-05-29,0,0
Brazil,PA,Dom Eliseu,1502939,3,260,5.02353,435.37233,0.01154,MS,2020-05-29,17,0
Brazil,PI,Dom Expedito Lopes,2203404,0,8,0.00000,115.87486,0.00000,MS,2020-05-29,0,0
Brazil,RS,Dom Feliciano,4306502,0,3,0.00000,19.46283,0.00000,SES,2020-05-29,0,0
Brazil,PI,Dom Inocêncio,2203453,0,2,0.00000,20.92926,0.00000,MS,2020-05-29,0,0
Brazil,RS,Dom Pedrito,4306601,1,18,2.60004,46.80066,0.05556,SES,2020-05-29,3,0
Brazil,MA,Dom Pedro,2103802,0,35,0.00000,149.89293,0.00000,MS,2020-05-29,0,0
Brazil,ES,Domingos Martins,3201902,0,82,0.00000,242.24520,0.00000,MS,2020-05-29,0,0
Brazil,PI,Domingos Mourão,2203420,0,1,0.00000,22.96211,0.00000,MS,2020-05-29,0,0
Brazil,PB,Dona Inês,2505709,0,2,0.00000,19.13326,0.00000,MS,2020-05-29,0,0
Brazil,MG,Dores do Indaiá,3123205,0,1,0.00000,7.41675,0.00000,SES,2020-05-29,0,0
Brazil,ES,Dores do Rio Preto,3202009,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,PE,Dormentes,2605152,0,12,0.00000,63.46520,0.00000,SES,2020-05-29,0,0
Brazil,MS,Douradina,5003504,0,38,0.00000,641.45847,0.00000,MS,2020-05-29,9,0
Brazil,PR,Douradina,4107256,0,2,0.00000,22.86498,0.00000,SES,2020-05-29,0,0
Brazil,SP,Dourado,3514304,0,2,0.00000,22.54029,0.00000,SES,2020-05-29,0,0
Brazil,MS,Dourados,5003702,1,236,0.44853,105.85381,0.00424,MS,2020-05-29,16,0
Brazil,PR,Doutor Camargo,4107306,0,2,0.00000,33.45041,0.00000,SES,2020-05-29,0,0
Brazil,RS,Doutor Maurício Cardoso,4306734,2,4,43.96571,87.93141,0.50000,SES,2020-05-29,0,0
Brazil,SC,Doutor Pedrinho,4205159,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,RS,Doutor Ricardo,4306759,0,3,0.00000,151.28593,0.00000,SES,2020-05-29,0,0
Brazil,RN,Doutor Severiano,2403202,0,6,0.00000,84.79367,0.00000,MS,2020-05-29,0,0
Brazil,GO,Doverlândia,5207253,0,0,0.00000,0.00000,0.00000,SES,2020-05-29,0,0
Brazil,SP,Dracena,3514403,2,28,4.27414,59.83801,0.07143,SES,2020-05-29,0,0
Brazil,SP,Duartina,3514502,0,2,0.00000,16.07071,0.00000,SES,2020-05-29,0,0
Brazil,RJ,Duas Barras,3301603,0,1,0.00000,8.70171,0.00000,MS,2020-05-29,0,0
Brazil,PB,Duas Estradas,2505808,0,17,0.00000,472.74750,0.00000,MS,2020-05-29,2,0
Brazil,TO,Dueré,1707306,0,5,0.00000,106.70081,0.00000,MS,2020-05-29,0,0
Brazil,SP,Dumont,3514601,0,4,0.00000,40.53506,0.00000,SES,2020-05-29,0,0
Brazil,MA,Duque Bacelar,2103901,0,26,0.00000,229.09507,0.00000,MS,2020-05-29,0,0
Brazil,RJ,Duque de Caxias,3301702,235,1358,25.55470,147.67354,0.17305,MS,2020-05-29,67,15
Brazil,BA,Dário Meira,2910008,0,9,0.00000,84.03361,0.00000,MS,2020-05-29,0,0
Brazil,ES,Ecoporanga,3202108,4,51,17.44972,222.48397,0.07843,MS,2020-05-29,0,0
Brazil,GO,Edéia,5207402,0,2,0.00000,16.16554,0.00000,SES,2020-05-29,1,0
Brazil,AM,Eirunepé,1301407,0,141,0.00000,399.73918,0.00000,MS,2020-05-29,8,0
Brazil,PA,Eldorado do Carajás,1502954,1,9,2.95788,26.62092,0.11111,MS,2020-05-29,0,0
Brazil,RS,Eldorado do Sul,4306767,1,12,2.42219,29.06625,0.08333,SES,2020-05-29,0,0
Brazil,SP,Eldorado,3514809,1,3,6.45411,19.36233,0.33333,SES,2020-05-29,0,0
Brazil,PI,Elesbão Veloso,2203503,1,23,6.84838,157.51267,0.04348,MS,2020-05-29,0,0
Brazil,SP,Elias Fausto,3514908,1,4,5.62683,22.50731,0.25000,SES,2020-05-29,0,0
Brazil,SP,Elisiário,3514924,0,1,0.00000,27.38976,0.00000,SES,2020-05-29,0,0
Brazil,MG,Elói Mendes,3123601,0,6,0.00000,21.37057,0.00000,SES,2020-05-29,0,0
Brazil,PB,Emas,2505907,0,1,0.00000,28.39296,0.00000,MS,2020-05-29,0,0
Brazil,SP,Embu das Artes,3515004,41,501,14.97848,183.02975,0.08184,SES,2020-05-29,38,2
Brazil,SP,Embu-Guaçu,3515103,10,116,14.41234,167.18311,0.08621,SES,2020-05-29,5,0
Brazil,SP,Emilianópolis,3515129,0,4,0.00000,124.45551,0.00000,SES,2020-05-29,0,0
Brazil,RS,Encantado,4306809,2,40,8.80824,176.16489,0.05000,SES,2020-05-29,2,0
Brazil,RN,Encanto,2403301,2,14,35.47357,248.31501,0.14286,MS,2020-05-29,0,0
Brazil,RS,Encruzilhada do Sul,4306908,1,2,3.86444,7.72887,0.50000,SES,2020-05-29,0,0
Brazil,BA,Encruzilhada,2910404,0,2,0.00000,11.76056,0.00000,MS,2020-05-29,0,0
Brazil,MG,Engenheiro Caldas,3123700,0,0,0.00000,0.00000,0.00000,SES,2020-05-29,0,0
Brazil,SP,Engenheiro Coelho,3515152,0,14,0.00000,67.39518,0.00000,SES,2020-05-29,2,0
Brazil,MG,Engenheiro Navarro,3123809,0,1,0.00000,13.80834,0.00000,SES,2020-05-29,0,0
Brazil,RJ,Engenheiro Paulo de Frontin,3301801,2,12,14.28367,85.70204,0.16667,MS,2020-05-29,0,0
Brazil,BA,Entre Rios,2910503,0,3,0.00000,7.18047,0.00000,MS,2020-05-29,0,0
Brazil,SC,Entre Rios,4205175,1,63,31.22073,1966.90603,0.01587,MS,2020-05-29,0,1
Brazil,RS,Entre-Ijuís,4306932,0,4,0.00000,47.19764,0.00000,SES,2020-05-29,0,0
Brazil,AM,Envira,1301506,0,0,0.00000,0.00000,0.00000,MS,2020-05-29,0,0
Brazil,AC,Epitaciolândia,1200252,0,59,0.00000,320.46059,0.00000,MS,2020-05-29,3,0
Brazil,RS,Erebango,4306973,0,5,0.00000,167.16817,0.00000,SES,2020-05-29,0,0
Brazil,RS,Erechim,4307005,1,124,0.94463,117.13363,0.00806,SES,2020-05-29,36,0
Brazil,CE,Ererê,2304277,3,25,41.67824,347.31870,0.12000,MS,2020-05-29,0,0
Brazil,RS,Ernestina,4307054,0,2,0.00000,63.13131,0.00000,SES,2020-05-29,0,0
Brazil,RS,Erval Grande,4307203,0,8,0.00000,164.64293,0.00000,SES,2020-05-29,0,0
Brazil,MG,Ervália,3124005,0,3,0.00000,15.87722,0.00000,SES,2020-05-29,0,0
Brazil,PE,Escada,2605202,15,115,21.77858,166.96915,0.13043,SES,2020-05-29,0,0
Brazil,RS,Esmeralda,4307401,0,1,0.00000,30.46923,0.00000,SES,2020-05-29,1,0
Brazil,MG,Esmeraldas,3124104,0,10,0.00000,14.17394,0.00000,SES,2020-05-29,1,0
Brazil,MG,Espera Feliz,3124203,0,20,0.00000,80.15711,0.00000,SES,2020-05-29,1,0
Brazil,PI,Esperantina,2203701,2,140,5.03309,352.31648,0.01429,MS,2020-05-29,0,0
Brazil,TO,Esperantina,1707405,0,10,0.00000,90.94216,0.00000,MS,2020-05-29,1,0
Brazil,MA,Esperantinópolis,2104008,4,163,23.20051,945.42080,0.02454,MS,2020-05-29,0,0
Brazil,RS,Esperança do Sul,4307450,1,12,34.17635,410.11620,0.08333,SES,2020-05-29,0,0
Brazil,PB,Esperança,2506004,0,55,0.00000,166.63132,0.00000,MS,2020-05-29,5,0
Brazil,RO,Espigão D'Oeste,1100098,2,19,6.17780,58.68907,0.10526,MS,2020-05-29,2,1
Brazil,MG,Espinosa,3124302,1,4,3.16286,12.65142,0.25000,SES,2020-05-29,0,0
Brazil,BA,Esplanada,2910602,0,2,0.00000,5.37100,0.00000,MS,2020-05-29,0,0
Brazil,RS,Espumoso,4307500,1,11,6.41519,70.56710,0.09091,SES,2020-05-29,0,0
Brazil,MG,Espírito Santo do Dourado,3124401,0,3,0.00000,63.93862,0.00000,SES,2020-05-29,0,0
Brazil,SP,Espírito Santo do Pinhal,3515186,0,14,0.00000,31.58132,0.00000,SES,2020-05-29,2,0
Brazil,RN,Espírito Santo,2403509,0,2,0.00000,19.03855,0.00000,MS,2020-05-29,0,0
